,Mini,Mass,label,Vmag,Imag
0,0.0900000036,0.09,1,17.109,13.028
1,0.0964341834,0.096,1,16.285,12.493
2,0.0999285132,0.1,1,15.878,12.162
3,0.1197855473,0.12,1,14.38,11.339
4,0.1396425813,0.14,1,13.515,10.829
5,0.1485707164,0.148,1,13.237,10.651
6,0.1594996154,0.159,1,12.93,10.448
7,0.1992136687,0.199,1,12.122,9.874
8,0.2488562763,0.249,1,11.445,9.346
9,0.2984988689,0.298,1,10.936,8.93
10,0.348141402,0.348,1,10.484,8.55
11,0.3977839947,0.398,1,9.999,8.162
12,0.4474266171,0.447,1,9.505,7.727
13,0.49706918,0.497,1,8.814,7.268
14,0.509213388,0.509,1,8.649,7.15
15,0.5467118025,0.546,1,8.165,6.805
16,0.5567786098,0.556,1,8.028,6.709
17,0.5963543653,0.596,1,7.509,6.344
18,0.6459969282,0.646,1,6.895,5.896
19,0.6637646556,0.664,1,6.698,5.746
20,0.6954477429,0.695,1,6.372,5.493
21,0.6956394911,0.696,1,6.37,5.491
22,0.7144924998,0.714,1,6.187,5.347
23,0.7383487225,0.738,1,5.968,5.173
24,0.7454319,0.745,1,5.906,5.123
25,0.7604842186,0.76,1,5.777,5.017
26,0.7891685367,0.789,1,5.539,4.82
27,0.7952242494,0.795,1,5.489,4.778
28,0.8136371374,0.813,1,5.341,4.652
29,0.8330048323,0.832,1,5.187,4.52
30,0.8450166583,0.844,1,5.092,4.438
31,0.8604807258,0.86,1,4.972,4.333
32,0.8792349696,0.878,1,4.826,4.204
33,0.894808948,0.894,1,4.704,4.096
34,0.9063648582,0.906,1,4.613,4.015
35,0.9196665287,0.919,1,4.508,3.92
36,0.9431586266,0.942,1,4.318,3.75
37,0.9446012974,0.944,1,4.306,3.739
38,0.9637470245,0.963,1,4.148,3.597
39,0.9819027185,0.982,1,3.995,3.458
40,0.9943937063,0.994,1,3.89,3.361
41,1.0011185408,1.001,1,3.835,3.31
42,1.014357686,1.014,1,3.725,3.208
43,1.0254917145,1.025,1,3.626,3.115
44,1.0346171856,1.034,1,3.541,3.034
45,1.0441859961,1.044,1,3.449,2.946
46,1.045671463,1.045,1,3.435,2.933
47,1.0464297533,1.046,1,3.428,2.926
48,1.0569194555,1.056,1,3.319,2.819
49,1.0642291307,1.063,1,3.239,2.739
50,1.0711832047,1.07,1,3.16,2.656
51,1.0725802183,1.072,1,3.143,2.639
52,1.0743870735,1.074,2,3.123,2.617
53,1.0822710991,1.081,2,3.03,2.515
54,1.0901112556,1.089,2,2.936,2.405
55,1.093978405,1.093,2,2.886,2.343
56,1.0955758095,1.095,2,2.866,2.317
57,1.1000343561,1.099,2,2.815,2.238
58,1.1032996178,1.102,2,2.794,2.184
59,1.1056927443,1.105,2,2.801,2.159
60,1.107486248,1.107,2,2.828,2.155
61,1.1089074612,1.108,2,2.864,2.16
62,1.1101213694,1.109,2,2.899,2.167
63,1.1110360622,1.11,2,2.929,2.175
64,1.1119581461,1.111,2,2.941,2.166
65,1.1133681536,1.112,2,2.931,2.13
66,1.1146582365,1.114,2,2.876,2.058
67,1.1152133942,1.114,2,2.846,2.022
68,1.1158771515,1.115,3,2.801,1.97
69,1.1172093153,1.116,3,2.701,1.86
70,1.1184558868,1.118,3,2.596,1.746
71,1.1196235418,1.119,3,2.487,1.629
72,1.1206946373,1.12,3,2.378,1.513
73,1.1216826439,1.121,3,2.27,1.399
74,1.1226682663,1.122,3,2.153,1.275
75,1.1234909296,1.123,3,2.047,1.163
