,Mini,Mass,label,Vmag,Imag
0,0.0900000036,0.09,1,16.711,12.841
1,0.0929375142,0.093,1,16.306,12.521
2,0.0994440019,0.099,1,15.434,11.964
3,0.1183319911,0.118,1,14.013,11.225
4,0.1372199953,0.137,1,13.206,10.735
5,0.1561079919,0.156,1,12.666,10.368
6,0.1938839853,0.193,1,11.935,9.827
7,0.241103977,0.24,1,11.303,9.325
8,0.2883239686,0.287,1,10.815,8.923
9,0.3109962344,0.31,1,10.603,8.741
10,0.3355439305,0.335,1,10.388,8.557
11,0.3827639222,0.382,1,9.962,8.188
12,0.3916350603,0.391,1,9.874,8.109
13,0.4299839735,0.429,1,9.475,7.79
14,0.4413095415,0.44,1,9.309,7.68
15,0.4772039056,0.476,1,8.874,7.364
16,0.5244239569,0.524,1,8.285,6.933
17,0.571643889,0.571,1,7.656,6.489
18,0.618863821,0.618,1,7.08,6.066
19,0.6246228218,0.624,1,7.015,6.016
20,0.6660839319,0.666,1,6.577,5.678
21,0.6783214211,0.678,1,6.458,5.584
22,0.7144688368,0.714,1,6.124,5.32
23,0.7169697881,0.717,1,6.102,5.303
24,0.7507740259,0.75,1,5.821,5.075
25,0.7628538609,0.762,1,5.725,4.997
26,0.779609859,0.779,1,5.594,4.888
27,0.8111270666,0.81,1,5.357,4.688
28,0.8112388253,0.81,1,5.356,4.688
29,0.8351531029,0.834,1,5.181,4.537
30,0.8596236706,0.859,1,5.005,4.384
31,0.8763690591,0.875,1,4.886,4.28
32,0.8983879089,0.897,1,4.73,4.144
33,0.9080086946,0.907,1,4.662,4.085
34,0.9194466472,0.918,1,4.581,4.014
35,0.9384044409,0.937,1,4.448,3.898
36,0.9562443495,0.955,1,4.322,3.787
37,0.9563935995,0.955,1,4.321,3.786
38,0.9713451862,0.97,1,4.217,3.695
39,0.9981552958,0.997,1,4.027,3.529
40,1.0047785044,1.004,1,3.979,3.487
41,1.0213136673,1.02,1,3.862,3.386
42,1.0417792797,1.041,1,3.714,3.258
43,1.0531635284,1.052,1,3.632,3.186
44,1.0621894598,1.061,1,3.567,3.131
45,1.0793398619,1.078,1,3.444,3.024
46,1.0949931145,1.094,1,3.332,2.925
47,1.1015484333,1.1,1,3.284,2.883
48,1.1155804396,1.114,1,3.19,2.797
49,1.1321111917,1.131,1,3.082,2.694
50,1.1457042694,1.144,1,2.993,2.605
51,1.1493235826,1.148,1,2.97,2.581
52,1.1499334574,1.149,1,2.964,2.576
53,1.1658620834,1.165,1,2.827,2.451
54,1.1704534292,1.169,1,2.757,2.401
55,1.172062993,1.171,1,2.711,2.372
56,1.1727902889,1.172,1,2.678,2.35
57,1.1730898619,1.172,1,2.663,2.339
58,1.1786417961,1.177,2,2.592,2.239
59,1.1883691549,1.187,2,2.499,2.118
60,1.1967968941,1.196,2,2.421,2.002
61,1.1983183622,1.197,2,2.408,1.979
62,1.1999571323,1.199,2,2.395,1.956
