,Mini,Mass,label,Vmag,Imag
0,0.0900000036,0.09,1,16.799,12.882
1,0.0987183303,0.099,1,15.639,12.066
2,0.0995518565,0.1,1,15.531,12.007
3,0.1186555773,0.118,1,14.086,11.247
4,0.1377592981,0.138,1,13.27,10.754
5,0.1568630189,0.157,1,12.719,10.384
6,0.1692752391,0.169,1,12.453,10.191
7,0.1950704604,0.195,1,11.971,9.833
8,0.2428297698,0.242,1,11.324,9.32
9,0.2905890644,0.29,1,10.826,8.91
10,0.3383483291,0.338,1,10.401,8.548
11,0.3861076236,0.385,1,9.963,8.176
12,0.4338669777,0.433,1,9.475,7.768
13,0.4816262424,0.481,1,8.848,7.333
14,0.5293855667,0.529,1,8.237,6.889
15,0.533798337,0.533,1,8.176,6.845
16,0.5771448612,0.576,1,7.594,6.434
17,0.6249040961,0.624,1,7.005,6.0
18,0.6597677469,0.659,1,6.622,5.706
19,0.6726634502,0.672,1,6.489,5.602
20,0.6861312985,0.686,1,6.355,5.497
21,0.7127334476,0.712,1,6.104,5.297
22,0.7213617563,0.721,1,6.025,5.234
23,0.7369279265,0.736,1,5.89,5.124
24,0.7591933012,0.759,1,5.701,4.969
25,0.7700599432,0.769,1,5.611,4.895
26,0.7909203768,0.79,1,5.442,4.752
27,0.8125293255,0.812,1,5.27,4.605
28,0.8187582493,0.818,1,5.221,4.563
29,0.8388362527,0.838,1,5.064,4.426
30,0.8596434593,0.859,1,4.902,4.284
31,0.8674564958,0.866,1,4.841,4.23
32,0.8763577342,0.875,1,4.771,4.168
33,0.8919519186,0.891,1,4.649,4.06
34,0.9059024453,0.905,1,4.539,3.962
35,0.9161547422,0.915,1,4.457,3.889
36,0.9194107652,0.918,1,4.431,3.866
37,0.9430656433,0.942,1,4.239,3.695
38,0.9640510678,0.963,1,4.064,3.538
39,0.9648530483,0.964,1,4.057,3.532
40,0.9725774527,0.972,1,3.993,3.474
41,0.987745285,0.987,1,3.864,3.358
42,1.0020676851,1.001,1,3.741,3.247
43,1.0135512352,1.013,1,3.643,3.156
44,1.0156245232,1.015,1,3.625,3.14
45,1.0269165039,1.026,1,3.523,3.045
46,1.0361684561,1.035,1,3.435,2.963
47,1.0473922491,1.046,1,3.323,2.858
48,1.048170805,1.047,1,3.315,2.85
49,1.0574193001,1.056,1,3.215,2.752
50,1.0622495413,1.061,1,3.16,2.698
51,1.0675593615,1.066,1,3.096,2.631
52,1.0716845989,1.07,1,3.041,2.573
53,1.0738019943,1.073,2,3.015,2.544
54,1.0785214901,1.077,2,2.956,2.479
55,1.0844380856,1.083,2,2.882,2.392
56,1.0890988111,1.088,2,2.822,2.317
57,1.0942730904,1.093,2,2.754,2.225
58,1.0989032984,1.097,2,2.701,2.136
59,1.1021652222,1.101,2,2.679,2.077
60,1.1044924259,1.103,2,2.683,2.046
61,1.1062034369,1.105,2,2.7,2.034
62,1.1075402498,1.106,2,2.723,2.028
63,1.1086688042,1.107,2,2.749,2.029
64,1.1095116138,1.108,2,2.776,2.035
65,1.1103545427,1.109,2,2.794,2.032
66,1.1109478474,1.11,2,2.787,2.013
67,1.1116310358,1.11,2,2.778,1.992
68,1.1127699614,1.111,2,2.733,1.929
69,1.1132501364,1.112,2,2.704,1.895
70,1.1138732433,1.113,3,2.659,1.845
71,1.115275383,1.114,3,2.547,1.72
72,1.1164146662,1.115,3,2.443,1.608
73,1.117497921,1.116,3,2.335,1.494
74,1.1184933186,1.117,3,2.229,1.381
75,1.1194883585,1.118,3,2.115,1.26
76,1.1203944683,1.119,3,2.003,1.141
77,1.1211665869,1.12,3,1.9,1.032
78,1.1219236851,1.121,3,1.791,0.917
79,1.122616291,1.121,3,1.684,0.803
80,1.1232544184,1.122,3,1.577,0.688
81,1.1238329411,1.122,3,1.472,0.576
82,1.1243813038,1.123,3,1.365,0.461
83,1.1248518229,1.123,3,1.265,0.353
84,1.1252993345,1.124,3,1.163,0.243
85,1.1257020235,1.124,3,1.064,0.136
86,1.126062274,1.125,3,0.969,0.033
87,1.126406908,1.125,3,0.872,-0.073
88,1.1267230511,1.125,3,0.778,-0.176
89,1.1270167828,1.126,3,0.684,-0.279
90,1.1272854805,1.126,3,0.594,-0.379
91,1.1275342703,1.126,3,0.506,-0.476
92,1.1277749538,1.126,3,0.418,-0.573
93,1.128005743,1.127,3,0.337,-0.662
94,1.1283406019,1.127,3,0.256,-0.752
95,1.1284990311,1.127,3,0.302,-0.7
96,1.1286494732,1.127,3,0.379,-0.613
97,1.1286891699,1.127,3,0.402,-0.586
98,1.128852129,1.127,3,0.328,-0.668
99,1.1290621758,1.128,3,0.232,-0.775
100,1.1292589903,1.128,3,0.141,-0.878
101,1.1294463873,1.128,3,0.049,-0.981
102,1.1296209097,1.128,3,-0.042,-1.084
103,1.1297806501,1.128,3,-0.131,-1.185
104,1.1299307346,1.129,3,-0.222,-1.287
105,1.1300686598,1.129,3,-0.309,-1.388
106,1.1301934719,1.129,3,-0.393,-1.485
107,1.1303126812,1.129,3,-0.479,-1.585
108,1.1304205656,1.129,3,-0.562,-1.682
109,1.1305226088,1.129,3,-0.647,-1.781
110,1.1306142807,1.129,3,-0.724,-1.874
111,1.1307011843,1.129,3,-0.803,-1.968
112,1.130779624,1.129,3,-0.878,-2.06
113,1.1308531761,1.129,3,-0.954,-2.151
114,1.1309220791,1.13,3,-1.028,-2.242
115,1.1309850216,1.13,3,-1.097,-2.331
116,1.1310449839,1.13,3,-1.166,-2.42
117,1.1310998201,1.13,3,-1.234,-2.507
118,1.1311510801,1.13,3,-1.3,-2.593
