,Mini,Mass,label,Vmag,Imag
0,0.0900000036,0.09,1,16.62,12.786
1,0.0928535834,0.093,1,16.22,12.449
2,0.099336043,0.099,1,15.336,11.93
3,0.1180081367,0.118,1,13.936,11.202
4,0.1366802156,0.136,1,13.139,10.715
5,0.1553523093,0.155,1,12.609,10.351
6,0.1926964968,0.192,1,11.893,9.816
7,0.2393767238,0.238,1,11.269,9.317
8,0.2860569358,0.285,1,10.786,8.917
9,0.3113862872,0.31,1,10.55,8.715
10,0.3327371776,0.332,1,10.364,8.556
11,0.3794173598,0.379,1,9.953,8.191
12,0.3886016011,0.388,1,9.862,8.111
13,0.4260976315,0.425,1,9.463,7.8
14,0.4385132194,0.438,1,9.283,7.68
15,0.4727778435,0.472,1,8.883,7.382
16,0.5194581151,0.519,1,8.304,6.955
17,0.5661382675,0.565,1,7.678,6.513
18,0.6128184795,0.612,1,7.108,6.093
19,0.6192529798,0.619,1,7.035,6.037
20,0.6594987512,0.659,1,6.607,5.706
21,0.6749588847,0.675,1,6.456,5.587
22,0.7075701356,0.707,1,6.154,5.348
23,0.7135869861,0.713,1,6.101,5.305
24,0.747292161,0.747,1,5.82,5.079
25,0.7556414604,0.755,1,5.753,5.025
26,0.7760708928,0.776,1,5.594,4.892
27,0.8037129641,0.803,1,5.386,4.716
28,0.8315325975,0.831,1,5.181,4.54
29,0.8517842293,0.851,1,5.034,4.413
30,0.8727065325,0.872,1,4.885,4.283
31,0.8947496414,0.894,1,4.728,4.146
32,0.8998556733,0.899,1,4.692,4.114
33,0.9157873988,0.915,1,4.579,4.016
34,0.9347670674,0.934,1,4.445,3.899
35,0.9479269981,0.947,1,4.352,3.817
36,0.9677582383,0.967,1,4.212,3.695
37,0.9946563244,0.994,1,4.02,3.528
38,0.995998323,0.995,1,4.01,3.52
39,1.0178416967,1.017,1,3.854,3.384
40,1.0383765697,1.037,1,3.705,3.256
41,1.044069767,1.043,1,3.663,3.219
42,1.058883667,1.058,1,3.555,3.128
43,1.0767861605,1.076,1,3.425,3.015
44,1.0921411514,1.091,1,3.313,2.917
45,1.0985832214,1.097,1,3.269,2.879
46,1.1142872572,1.113,1,3.16,2.78
47,1.1288622618,1.128,1,3.061,2.686
48,1.1402125359,1.139,1,2.985,2.61
49,1.1454410553,1.144,1,2.951,2.576
50,1.1607817411,1.16,1,2.816,2.454
51,1.1649553776,1.164,1,2.749,2.408
52,1.1664153337,1.165,1,2.706,2.381
53,1.1670745611,1.166,1,2.675,2.361
54,1.1673460007,1.166,1,2.661,2.35
55,1.1724585295,1.171,2,2.592,2.254
56,1.1816593409,1.18,2,2.502,2.139
57,1.1882838011,1.187,2,2.437,2.049
58,1.1941720247,1.193,2,2.384,1.964
59,1.1988912821,1.198,2,2.347,1.889
60,1.2027813196,1.202,2,2.325,1.826
61,1.2061984539,1.205,2,2.32,1.776
62,1.2085953951,1.208,2,2.331,1.749
63,1.2116074562,1.211,2,2.37,1.732
64,1.2157751322,1.215,2,2.46,1.739
65,1.2201783657,1.219,2,2.457,1.669
66,1.220736742,1.22,3,2.434,1.641
67,1.2229173183,1.222,3,2.324,1.516
68,1.2246700525,1.224,3,2.219,1.402
69,1.2264082432,1.225,3,2.105,1.28
70,1.2278838158,1.227,3,1.999,1.168
71,1.2293300629,1.228,3,1.889,1.05
72,1.2306545973,1.23,3,1.779,0.934
73,1.2318861485,1.231,3,1.669,0.817
74,1.2329968214,1.232,3,1.562,0.703
75,1.2340582609,1.233,3,1.451,0.585
76,1.2349601984,1.234,3,1.349,0.476
77,1.2357889414,1.235,3,1.247,0.367
78,1.2363551855,1.235,3,1.172,0.287
79,1.2365926504,1.236,3,1.143,0.255
80,1.2373561859,1.236,3,1.043,0.147
81,1.2380850315,1.237,3,0.939,0.035
82,1.238707304,1.238,3,0.844,-0.069
83,1.2393095493,1.238,3,0.744,-0.176
84,1.2398449183,1.239,3,0.65,-0.279
85,1.2403401136,1.239,3,0.557,-0.381
86,1.2408125401,1.24,3,0.464,-0.484
87,1.2412451506,1.24,3,0.376,-0.581
88,1.2416592836,1.241,3,0.291,-0.674
89,1.2421112061,1.241,3,0.208,-0.765
90,1.2424274683,1.242,3,0.176,-0.801
91,1.2428326607,1.242,3,0.248,-0.719
92,1.2430163622,1.242,3,0.307,-0.653
93,1.2430773973,1.242,3,0.294,-0.667
94,1.2434225082,1.243,3,0.203,-0.768
95,1.2437750101,1.243,3,0.111,-0.87
96,1.2441071272,1.243,3,0.022,-0.969
97,1.2444188595,1.244,3,-0.068,-1.07
98,1.2447224855,1.244,3,-0.16,-1.172
99,1.2449954748,1.244,3,-0.248,-1.271
100,1.2452511787,1.244,3,-0.336,-1.371
101,1.2454864979,1.245,3,-0.423,-1.47
102,1.2457075119,1.245,3,-0.511,-1.57
103,1.2459082603,1.245,3,-0.595,-1.667
104,1.2460968494,1.245,3,-0.679,-1.764
105,1.2462723255,1.245,3,-0.762,-1.861
106,1.2464319468,1.246,3,-0.843,-1.956
107,1.2465821505,1.246,3,-0.924,-2.051
108,1.246719718,1.246,3,-1.003,-2.143
109,1.2468503714,1.246,3,-1.079,-2.235
110,1.2469668388,1.246,3,-1.151,-2.323
111,1.2470785379,1.246,3,-1.223,-2.412
112,1.2471828461,1.246,3,-1.295,-2.501
113,1.2472788095,1.246,3,-1.364,-2.587
114,1.2473707199,1.247,3,-1.432,-2.674
115,1.2474530935,1.247,3,-1.496,-2.757
116,1.2475328445,1.247,3,-1.561,-2.842
117,1.2476066351,1.247,3,-1.625,-2.925
118,1.2476751804,1.247,3,-1.687,-3.006
119,1.2477406263,1.247,3,-1.746,-3.087
120,1.2478009462,1.247,3,-1.803,-3.165
121,1.2478578091,1.247,3,-1.859,-3.243
122,1.2479119301,1.247,3,-1.913,-3.321
123,1.2479736805,1.247,3,-1.977,-3.415
124,1.2480310202,1.247,3,-2.037,-3.506
125,1.2480750084,1.247,3,-2.085,-3.58
126,1.24812603,1.247,3,-2.144,-3.67
127,1.2481722832,1.247,3,-2.199,-3.756
128,1.248216033,1.247,3,-2.251,-3.841
129,1.2482572794,1.247,3,-2.301,-3.925
130,1.248295784,1.247,3,-2.347,-4.005
131,1.2483321428,1.248,3,-2.389,-4.078
132,1.2483321428,1.248,4,0.351,-0.511
133,1.2486795187,1.248,4,0.327,-0.539
134,1.2490401268,1.249,4,0.314,-0.554
135,1.2494064569,1.249,4,0.305,-0.562
136,1.2497378588,1.249,4,0.3,-0.567
137,1.2501043081,1.25,4,0.294,-0.571
138,1.2504397631,1.25,4,0.29,-0.574
139,1.2508107424,1.25,4,0.285,-0.578
140,1.2511627674,1.251,4,0.28,-0.582
141,1.2515386343,1.251,4,0.274,-0.586
142,1.2518838644,1.251,4,0.269,-0.59
143,1.2522373199,1.252,4,0.263,-0.595
144,1.2525833845,1.252,4,0.258,-0.6
145,1.252918005,1.252,4,0.253,-0.604
146,1.2532560825,1.253,4,0.247,-0.609
147,1.2535457611,1.253,4,0.242,-0.613
148,1.2535880804,1.253,4,0.242,-0.614
149,1.2539329529,1.253,4,0.236,-0.619
150,1.254278183,1.254,4,0.23,-0.624
151,1.2546405792,1.254,4,0.224,-0.629
152,1.2549660206,1.254,4,0.219,-0.635
153,1.2552947998,1.255,4,0.213,-0.64
154,1.2556376457,1.255,4,0.207,-0.646
155,1.2559885979,1.256,4,0.201,-0.652
156,1.2561160326,1.256,4,0.199,-0.654
157,1.2562804222,1.256,4,0.196,-0.658
158,1.2566223145,1.256,4,0.189,-0.665
159,1.256964922,1.256,4,0.182,-0.672
160,1.2573239803,1.257,4,0.175,-0.681
