,Mini,Mass,label,Vmag,Imag
0,0.0900000036,0.09,1,17.149,13.073
1,0.0951431394,0.095,1,16.667,12.73
2,0.099999994,0.1,1,16.089,12.327
3,0.1199999899,0.12,1,14.621,11.426
4,0.1399999857,0.14,1,13.725,10.906
5,0.1599999964,0.16,1,13.118,10.519
6,0.1999999881,0.2,1,12.287,9.94
7,0.25,0.25,1,11.59,9.411
8,0.3000000119,0.3,1,11.071,8.995
9,0.3242564201,0.324,1,10.834,8.797
10,0.3499999642,0.35,1,10.597,8.597
11,0.3999999762,0.4,1,10.105,8.208
12,0.4496077299,0.449,1,9.59,7.781
13,0.4499999881,0.45,1,9.586,7.777
14,0.4999999404,0.5,1,8.932,7.317
15,0.5353115201,0.535,1,8.458,6.99
16,0.5500000119,0.55,1,8.28,6.863
17,0.551660955,0.551,1,8.258,6.848
18,0.5999999046,0.6,1,7.635,6.416
19,0.6239290237,0.624,1,7.329,6.199
20,0.6499999166,0.65,1,7.015,5.972
21,0.6920186281,0.692,1,6.564,5.632
22,0.6999999285,0.7,1,6.485,5.57
23,0.7188418508,0.719,1,6.305,5.43
24,0.7485320568,0.749,1,6.037,5.22
25,0.7776053548,0.777,1,5.797,5.025
26,0.7970641851,0.797,1,5.642,4.898
27,0.8051835895,0.805,1,5.58,4.846
28,0.8373560309,0.837,1,5.336,4.642
29,0.8455961943,0.845,1,5.275,4.591
30,0.8570118546,0.856,1,5.193,4.52
31,0.8811079264,0.88,1,5.019,4.371
32,0.8941283226,0.893,1,4.927,4.291
33,0.9017459154,0.901,1,4.874,4.244
34,0.9194296598,0.919,1,4.749,4.135
35,0.9363036752,0.936,1,4.63,4.03
36,0.9426603317,0.942,1,4.586,3.991
37,0.9597869515,0.959,1,4.466,3.885
38,0.9761990309,0.976,1,4.351,3.783
39,0.9908575416,0.991,1,4.248,3.691
40,0.9911924601,0.991,1,4.245,3.689
41,1.0048745871,1.005,1,4.149,3.603
42,1.0295966864,1.029,1,3.974,3.447
43,1.0397244692,1.039,1,3.902,3.382
44,1.0456172228,1.045,1,3.86,3.345
45,1.0583769083,1.058,1,3.771,3.264
46,1.0703769922,1.07,1,3.687,3.189
47,1.0882565975,1.087,1,3.564,3.076
48,1.1019294262,1.101,1,3.471,2.989
49,1.1134793758,1.113,1,3.391,2.914
50,1.1234383583,1.122,1,3.325,2.85
51,1.1287866831,1.128,1,3.288,2.815
52,1.1334323883,1.132,1,3.239,2.771
53,1.1367132664,1.136,1,3.203,2.738
54,1.1367887259,1.136,1,3.202,2.737
55,1.1414937973,1.141,1,3.162,2.7
56,1.1448706388,1.144,1,3.121,2.664
57,1.1459000111,1.145,1,3.104,2.651
58,1.1539032459,1.153,2,3.031,2.577
59,1.1689692736,1.168,2,2.903,2.443
60,1.1839624643,1.183,2,2.772,2.298
61,1.1853208542,1.185,2,2.76,2.283
62,1.1961294413,1.195,2,2.669,2.165
63,1.2066763639,1.206,2,2.599,2.049
64,1.2140381336,1.213,2,2.601,1.992
65,1.2183853388,1.218,2,2.652,1.99
66,1.2211530209,1.221,2,2.707,2.002
67,1.2230365276,1.222,2,2.751,2.015
68,1.2244279385,1.224,2,2.779,2.02
69,1.2255523205,1.225,2,2.789,2.013
70,1.2263638973,1.226,2,2.795,2.007
71,1.227152586,1.227,2,2.798,1.999
72,1.2283058167,1.228,2,2.8,1.985
73,1.2293088436,1.229,2,2.775,1.951
74,1.2297261953,1.229,2,2.763,1.936
75,1.2310069799,1.23,3,2.711,1.877
76,1.2329362631,1.232,3,2.627,1.782
77,1.2338528633,1.233,3,2.582,1.733
78,1.2348499298,1.234,3,2.534,1.681
79,1.236959219,1.236,3,2.421,1.559
80,1.2388421297,1.238,3,2.31,1.441
81,1.2405353785,1.24,3,2.2,1.325
82,1.2420998812,1.242,3,2.089,1.207
83,1.2435901165,1.243,3,1.973,1.084
84,1.2448790073,1.244,3,1.865,0.969
85,1.2460925579,1.246,3,1.754,0.85
86,1.2471358776,1.247,3,1.65,0.739
87,1.2481195927,1.248,3,1.544,0.624
88,1.2489955425,1.249,3,1.44,0.512
89,1.2497639656,1.249,3,1.342,0.406
90,1.2505114079,1.25,3,1.238,0.294
91,1.2511789799,1.251,3,1.14,0.186
92,1.2517715693,1.251,3,1.046,0.084
93,1.2523282766,1.252,3,0.952,-0.019
94,1.2528562546,1.252,3,0.857,-0.123
95,1.2533272505,1.253,3,0.768,-0.221
96,1.2537839413,1.253,3,0.679,-0.32
97,1.2542463541,1.254,3,0.599,-0.408
98,1.2547404766,1.254,3,0.541,-0.473
99,1.2550382614,1.255,3,0.583,-0.424
100,1.2553210258,1.255,3,0.648,-0.35
101,1.2553954124,1.255,3,0.668,-0.328
102,1.2556204796,1.255,3,0.613,-0.388
103,1.2560263872,1.256,3,0.516,-0.497
104,1.2564086914,1.256,3,0.422,-0.603
105,1.2567662001,1.256,3,0.329,-0.708
106,1.257101059,1.257,3,0.236,-0.813
107,1.2574100494,1.257,3,0.144,-0.916
108,1.257694602,1.257,3,0.055,-1.018
109,1.2579590082,1.258,3,-0.034,-1.12
110,1.2582035065,1.258,3,-0.122,-1.221
111,1.2584297657,1.258,3,-0.209,-1.322
112,1.2586326599,1.258,3,-0.293,-1.42
113,1.2588248253,1.258,3,-0.377,-1.518
114,1.2590018511,1.259,3,-0.457,-1.614
115,1.2591674328,1.259,3,-0.537,-1.711
116,1.2593197823,1.259,3,-0.616,-1.807
117,1.2594585419,1.259,3,-0.693,-1.901
118,1.2595908642,1.259,3,-0.771,-1.997
119,1.2597081661,1.259,3,-0.843,-2.087
120,1.259819746,1.259,3,-0.916,-2.179
121,1.2599225044,1.259,3,-0.987,-2.27
122,1.2600185871,1.26,3,-1.057,-2.361
123,1.260109067,1.26,3,-1.125,-2.451
124,1.2601902485,1.26,3,-1.188,-2.536
125,1.2602682114,1.26,3,-1.253,-2.624
126,1.2603410482,1.26,3,-1.317,-2.711
127,1.260407567,1.26,3,-1.377,-2.794
128,1.2604720592,1.26,3,-1.437,-2.879
129,1.2605307102,1.26,3,-1.494,-2.961
