,Mini,Mass,label,Vmag,Imag
0,0.0899999961,0.09,1,16.504,12.691
1,0.0985436514,0.098,1,15.299,11.931
2,0.0992009863,0.099,1,15.213,11.891
3,0.1176029593,0.117,1,13.839,11.173
4,0.1360049248,0.136,1,13.058,10.691
5,0.1544069052,0.154,1,12.538,10.33
6,0.1735865325,0.173,1,12.154,10.041
7,0.191210866,0.19,1,11.841,9.802
8,0.2372157872,0.236,1,11.225,9.305
9,0.2832207084,0.282,1,10.746,8.905
10,0.3292256296,0.328,1,10.336,8.551
11,0.3752305508,0.374,1,9.939,8.193
12,0.4212355316,0.42,1,9.444,7.81
13,0.467240423,0.466,1,8.89,7.401
14,0.5132454038,0.513,1,8.321,6.979
15,0.5592502952,0.559,1,7.697,6.536
16,0.605255127,0.605,1,7.132,6.119
17,0.6512601376,0.651,1,6.632,5.731
18,0.6538127065,0.654,1,6.607,5.711
19,0.6914231777,0.691,1,6.244,5.425
20,0.6989392042,0.699,1,6.176,5.37
21,0.7242311239,0.724,1,5.957,5.194
22,0.7466182709,0.746,1,5.771,5.044
23,0.7522343993,0.752,1,5.726,5.006
24,0.7829116583,0.783,1,5.486,4.805
25,0.7942973375,0.794,1,5.399,4.731
26,0.8064516187,0.806,1,5.307,4.652
27,0.8355103731,0.835,1,5.09,4.464
28,0.8419763446,0.841,1,5.042,4.422
29,0.8468014002,0.846,1,5.006,4.391
30,0.868324399,0.868,1,4.848,4.253
31,0.8890168071,0.888,1,4.696,4.12
32,0.8896554708,0.889,1,4.692,4.116
33,0.9075626731,0.907,1,4.561,4.002
34,0.9250220656,0.924,1,4.433,3.89
35,0.9373345375,0.937,1,4.343,3.811
36,0.9399008155,0.939,1,4.324,3.795
37,0.9662459493,0.966,1,4.129,3.625
38,0.9850135446,0.985,1,3.987,3.501
39,0.9891235828,0.989,1,3.957,3.474
40,1.009249568,1.009,1,3.803,3.341
41,1.0273444653,1.027,1,3.663,3.22
