,Mini,Mass,label,Vmag,Imag
0,0.090000011,0.09,1,16.686,12.829
1,0.0904649571,0.09,1,16.62,12.784
2,0.0994170234,0.099,1,15.406,11.953
3,0.1182510555,0.118,1,13.991,11.218
4,0.1370850801,0.137,1,13.186,10.729
5,0.1559191346,0.156,1,12.648,10.362
6,0.1935872138,0.193,1,11.92,9.821
7,0.2406722903,0.24,1,11.284,9.313
8,0.2877573967,0.287,1,10.794,8.907
9,0.3348424733,0.334,1,10.374,8.549
10,0.3819275498,0.381,1,9.953,8.182
11,0.4290127158,0.428,1,9.462,7.783
12,0.4760977626,0.475,1,8.863,7.358
13,0.523182869,0.522,1,8.268,6.922
14,0.5660450459,0.565,1,7.686,6.511
15,0.5702679157,0.569,1,7.632,6.472
16,0.6173529625,0.617,1,7.051,6.044
17,0.6209238172,0.62,1,7.01,6.012
18,0.6644381285,0.664,1,6.541,5.649
19,0.6951528192,0.695,1,6.242,5.413
20,0.7127447128,0.712,1,6.079,5.283
21,0.7222369909,0.722,1,5.996,5.216
22,0.7467699647,0.746,1,5.787,5.045
23,0.7610512972,0.761,1,5.668,4.949
24,0.7779339552,0.777,1,5.532,4.834
25,0.8015921712,0.801,1,5.345,4.675
26,0.8093579412,0.809,1,5.284,4.623
27,0.8273785114,0.827,1,5.144,4.502
28,0.8501300812,0.849,1,4.969,4.349
29,0.8576644659,0.857,1,4.912,4.298
30,0.8713527918,0.87,1,4.807,4.206
31,0.8881003857,0.887,1,4.678,4.092
32,0.9040088058,0.903,1,4.555,3.983
33,0.9059710503,0.905,1,4.54,3.97
34,0.9181166887,0.917,1,4.445,3.887
35,0.9317883849,0.931,1,4.338,3.792
36,0.9542776346,0.953,1,4.159,3.632
37,0.9686239362,0.968,1,4.043,3.529
38,0.9859362841,0.985,1,3.9,3.402
39,1.001444459,1.001,1,3.77,3.286
40,1.002584219,1.002,1,3.76,3.277
41,1.0159450769,1.015,1,3.649,3.178
42,1.0296763182,1.029,1,3.533,3.072
43,1.0412205458,1.04,1,3.43,2.978
44,1.0506798029,1.05,1,3.342,2.896
45,1.0508908033,1.05,1,3.34,2.894
46,1.056789279,1.056,1,3.283,2.842
47,1.0619084835,1.061,1,3.233,2.795
48,1.0665580034,1.065,1,3.183,2.747
49,1.0738884211,1.073,1,3.101,2.666
50,1.0808717012,1.08,1,3.016,2.58
51,1.0854351521,1.084,1,2.956,2.516
52,1.0878174305,1.086,1,2.927,2.485
53,1.0930479765,1.092,2,2.866,2.416
54,1.0991973877,1.098,2,2.792,2.328
55,1.0994918346,1.098,2,2.788,2.324
56,1.1048631668,1.104,2,2.721,2.24
57,1.1104758978,1.109,2,2.649,2.14
58,1.1152185202,1.114,2,2.596,2.045
59,1.1184151173,1.117,2,2.579,1.984
60,1.1206279993,1.119,2,2.593,1.958
61,1.1222205162,1.121,2,2.624,1.954
62,1.123445034,1.122,2,2.653,1.954
63,1.1244659424,1.123,2,2.677,1.954
64,1.1252206564,1.124,2,2.696,1.954
65,1.1259691715,1.125,2,2.709,1.95
66,1.1270905733,1.126,2,2.692,1.912
67,1.1280932426,1.127,2,2.657,1.862
68,1.1285179853,1.127,2,2.635,1.835
69,1.1291718483,1.128,3,2.592,1.786
70,1.1306425333,1.129,3,2.481,1.662
