,Mini,Mass,label,Vmag,Imag
0,0.0900000036,0.09,1,15.493,12.183
1,0.0961301178,0.096,1,14.584,11.762
2,0.1000000089,0.1,1,14.082,11.508
3,0.1121435314,0.112,1,13.332,11.053
4,0.1199999973,0.12,1,12.914,10.782
5,0.1400000006,0.14,1,12.287,10.322
6,0.1599999964,0.16,1,11.844,9.974
7,0.2000000179,0.2,1,11.198,9.437
8,0.25,0.25,1,10.612,8.917
9,0.3000000417,0.3,1,10.097,8.498
10,0.349999994,0.35,1,9.674,8.144
11,0.4000000358,0.4,1,9.253,7.792
12,0.4500000477,0.45,1,8.733,7.378
13,0.5,0.5,1,8.109,6.911
14,0.5500000715,0.55,1,7.477,6.434
15,0.6000000238,0.6,1,6.929,5.998
16,0.6300619841,0.63,1,6.615,5.748
17,0.6499999762,0.65,1,6.419,5.591
18,0.6503680944,0.65,1,6.416,5.588
19,0.6779880524,0.678,1,6.158,5.379
20,0.6999999881,0.7,1,5.962,5.22
21,0.715882957,0.716,1,5.825,5.107
22,0.7412385941,0.741,1,5.611,4.931
23,0.75,0.75,1,5.538,4.87
24,0.7736468911,0.774,1,5.345,4.704
25,0.79748106,0.797,1,5.151,4.536
26,0.8000000715,0.8,1,5.131,4.518
27,0.8052690625,0.805,1,5.088,4.481
28,0.8324773908,0.832,1,4.867,4.29
29,0.8500000238,0.85,1,4.723,4.165
30,0.8612847924,0.861,1,4.632,4.086
31,0.8833549619,0.883,1,4.451,3.928
32,0.8999999762,0.899,1,4.311,3.807
33,0.9035924673,0.903,1,4.281,3.781
34,0.9220579267,0.922,1,4.121,3.644
35,0.9379144907,0.937,1,3.98,3.522
36,0.9500000477,0.95,1,3.869,3.427
37,0.9515344501,0.951,1,3.855,3.415
38,0.9647052884,0.964,1,3.731,3.31
39,0.9771088362,0.977,1,3.611,3.21
40,0.989341557,0.989,1,3.492,3.109
41,1.0,1.0,1,3.385,3.018
42,1.0085456371,1.009,1,3.297,2.945
43,1.0179787874,1.018,1,3.194,2.857
44,1.0304794312,1.03,1,3.045,2.727
45,1.032148242,1.032,1,3.025,2.709
46,1.0378741026,1.037,1,2.949,2.638
47,1.0430854559,1.043,1,2.879,2.571
48,1.0466047525,1.046,1,2.831,2.525
49,1.0499999523,1.05,2,2.782,2.474
50,1.0535072088,1.053,2,2.728,2.415
51,1.0582123995,1.058,2,2.651,2.326
52,1.0633170605,1.063,2,2.563,2.214
53,1.0675537586,1.067,2,2.486,2.102
54,1.0704804659,1.07,2,2.431,2.007
55,1.0722352266,1.072,2,2.399,1.942
56,1.073549509,1.073,2,2.375,1.888
57,1.0745083094,1.074,2,2.362,1.847
58,1.0754642487,1.075,2,2.351,1.805
59,1.0762478113,1.076,2,2.346,1.773
60,1.0769556761,1.076,2,2.345,1.745
61,1.0776735544,1.077,2,2.35,1.722
62,1.0783721209,1.078,2,2.36,1.705
63,1.0790772438,1.078,2,2.374,1.692
64,1.0798053741,1.079,2,2.39,1.683
65,1.0805584192,1.08,2,2.397,1.667
66,1.0816799402,1.081,2,2.361,1.606
67,1.0821812153,1.082,2,2.332,1.567
68,1.0826958418,1.082,2,2.286,1.514
69,1.0837109089,1.083,3,2.183,1.399
70,1.0845472813,1.084,3,2.086,1.295
71,1.0853389502,1.085,3,1.986,1.188
72,1.0861048698,1.085,3,1.882,1.078
73,1.0868225098,1.086,3,1.778,0.967
74,1.0875442028,1.087,3,1.666,0.849
75,1.0881991386,1.087,3,1.557,0.735
76,1.0888031721,1.088,3,1.45,0.621
77,1.0893495083,1.089,3,1.346,0.512
78,1.0898669958,1.089,3,1.241,0.4
79,1.0903730392,1.09,3,1.13,0.283
80,1.0908039808,1.09,3,1.028,0.175
81,1.0912158489,1.09,3,0.924,0.064
82,1.0916041136,1.091,3,0.819,-0.049
83,1.0919582844,1.091,3,0.715,-0.16
84,1.0922878981,1.092,3,0.611,-0.271
85,1.0925921202,1.092,3,0.508,-0.382
86,1.0928689241,1.092,3,0.408,-0.49
87,1.0931329727,1.092,3,0.306,-0.601
88,1.0933743715,1.093,3,0.206,-0.709
89,1.0936008692,1.093,3,0.106,-0.818
90,1.093809247,1.093,3,0.009,-0.924
91,1.0940080881,1.093,3,-0.089,-1.031
92,1.0941927433,1.093,3,-0.181,-1.132
93,1.094403863,1.094,3,-0.268,-1.227
94,1.0945043564,1.094,3,-0.294,-1.256
95,1.094622016,1.094,3,-0.251,-1.208
96,1.0947231054,1.094,3,-0.17,-1.117
97,1.0947378874,1.094,3,-0.158,-1.104
98,1.0948714018,1.094,3,-0.243,-1.198
99,1.0950205326,1.094,3,-0.339,-1.303
100,1.0951606035,1.094,3,-0.432,-1.407
101,1.0952943563,1.095,3,-0.527,-1.512
102,1.0954136848,1.095,3,-0.616,-1.612
103,1.0955300331,1.095,3,-0.709,-1.716
104,1.0956351757,1.095,3,-0.798,-1.816
105,1.0957347155,1.095,3,-0.886,-1.916
106,1.0958255529,1.095,3,-0.972,-2.014
107,1.0959120989,1.095,3,-1.059,-2.114
108,1.0959897041,1.095,3,-1.142,-2.209
109,1.0960640907,1.095,3,-1.227,-2.307
110,1.0961313248,1.095,3,-1.307,-2.4
111,1.0961953402,1.095,3,-1.387,-2.494
112,1.096255064,1.095,3,-1.465,-2.588
113,1.0963102579,1.096,3,-1.542,-2.68
114,1.0963622332,1.096,3,-1.62,-2.773
115,1.0964212418,1.096,3,-1.71,-2.884
116,1.0964661837,1.096,3,-1.782,-2.974
117,1.0965172052,1.096,3,-1.868,-3.082
118,1.0965640545,1.096,3,-1.951,-3.188
119,1.0966080427,1.096,3,-2.035,-3.295
120,1.0966490507,1.096,3,-2.114,-3.4
121,1.096685648,1.096,3,-2.186,-3.5
122,1.0967202187,1.096,3,-2.257,-3.6
123,1.0967530012,1.096,3,-2.329,-3.702
124,1.0967831612,1.096,3,-2.396,-3.8
125,1.0968111753,1.096,3,-2.459,-3.894
126,1.0968381166,1.096,3,-2.522,-3.988
127,1.0968642235,1.096,3,-2.581,-4.078
128,1.0968642235,1.096,4,0.275,-0.524
129,1.097053647,1.096,4,0.248,-0.555
130,1.0972437859,1.096,4,0.238,-0.567
131,1.0974363089,1.096,4,0.229,-0.577
132,1.097610116,1.097,4,0.222,-0.583
133,1.0977855921,1.097,4,0.216,-0.588
134,1.0979807377,1.097,4,0.209,-0.592
135,1.0981535912,1.097,4,0.204,-0.596
136,1.0983277559,1.097,4,0.198,-0.6
137,1.0985008478,1.098,4,0.193,-0.604
138,1.0986926556,1.098,4,0.187,-0.609
139,1.0988745689,1.098,4,0.181,-0.613
140,1.0990700722,1.098,4,0.174,-0.618
141,1.099244833,1.098,4,0.169,-0.622
142,1.0994302034,1.098,4,0.163,-0.627
143,1.0996077061,1.099,4,0.157,-0.631
144,1.0996459723,1.099,4,0.156,-0.632
145,1.0998378992,1.099,4,0.15,-0.637
146,1.1000208855,1.099,4,0.144,-0.642
147,1.1002179384,1.099,4,0.138,-0.647
148,1.1004000902,1.099,4,0.132,-0.652
149,1.1005841494,1.1,4,0.127,-0.657
150,1.1007692814,1.1,4,0.121,-0.663
151,1.1009534597,1.1,4,0.115,-0.669
152,1.100969553,1.1,4,0.114,-0.669
153,1.1011462212,1.1,4,0.108,-0.676
154,1.1013246775,1.1,4,0.102,-0.683
155,1.1015077829,1.101,4,0.095,-0.69
156,1.1016886234,1.101,4,0.088,-0.699
157,1.1018682718,1.101,4,0.081,-0.709
158,1.1020468473,1.101,4,0.072,-0.719
159,1.1022235155,1.101,4,0.063,-0.731
160,1.1023994684,1.101,4,0.053,-0.743
161,1.1025868654,1.102,4,0.044,-0.755
162,1.1027656794,1.102,4,0.033,-0.77
163,1.1029475927,1.102,4,0.008,-0.804
164,1.1031275988,1.102,4,-0.046,-0.875
165,1.1032434702,1.102,4,-0.121,-0.97
166,1.103286624,1.102,4,-0.194,-1.058
167,1.1033035517,1.102,4,-0.269,-1.149
168,1.1033104658,1.102,4,-0.337,-1.229
169,1.103312254,1.102,7,-0.363,-1.26
170,1.1033136845,1.102,7,-0.395,-1.296
171,1.1033176184,1.102,7,-0.497,-1.414
172,1.103320837,1.102,7,-0.576,-1.505
173,1.1033240557,1.102,7,-0.647,-1.586
174,1.1033289433,1.102,7,-0.653,-1.592
175,1.1033378839,1.102,7,-0.607,-1.539
176,1.1033555269,1.102,7,-0.578,-1.506
177,1.1034337282,1.101,7,-0.586,-1.516
178,1.1034839153,1.1,7,-0.656,-1.597
179,1.1035388708,1.1,7,-0.758,-1.715
180,1.1035909653,1.099,7,-0.867,-1.84
181,1.1036378145,1.097,7,-0.963,-1.951
182,1.1036792994,1.096,7,-1.057,-2.06
183,1.1037162542,1.095,7,-1.15,-2.166
184,1.1037487984,1.093,7,-1.237,-2.269
185,1.1037778854,1.091,7,-1.318,-2.37
186,1.1038035154,1.089,7,-1.391,-2.47
187,1.1038269997,1.087,7,-1.472,-2.571
188,1.1038489342,1.084,7,-1.556,-2.672
189,1.1038694382,1.08,7,-1.637,-2.772
190,1.1038886309,1.077,7,-1.719,-2.872
191,1.1039061546,1.072,7,-1.798,-2.971
192,1.1039224863,1.067,7,-1.87,-3.064
193,1.1039386988,1.061,7,-1.942,-3.158
194,1.103954792,1.053,7,-2.013,-3.252
195,1.1039710045,1.043,7,-2.081,-3.346
196,1.1039867401,1.031,7,-2.146,-3.443
197,1.1040004492,1.018,7,-2.216,-3.549
198,1.1040104628,1.005,7,-2.286,-3.656
199,1.1040190458,0.991,7,-2.342,-3.749
200,1.1040264368,0.975,7,-2.396,-3.844
201,1.1040335894,0.955,7,-2.453,-3.946
202,1.1040380001,0.939,7,-2.427,-3.912
203,1.1040393114,0.935,7,-2.499,-4.036
204,1.1040394306,0.934,7,-2.488,-4.017
205,1.1040395498,0.933,7,-2.513,-4.06
206,1.104039669,0.933,7,-2.5,-4.039
207,1.1040401459,0.931,7,-2.518,-4.074
208,1.1040405035,0.929,7,-2.542,-4.123
209,1.1040409803,0.926,7,-2.566,-4.173
210,1.1040414572,0.923,7,-2.59,-4.223
211,1.1040422916,0.916,7,-2.622,-4.298
212,1.1040437222,0.903,7,-2.647,-4.368
213,1.104044199,0.897,7,-2.649,-4.381
