,Mini,Mass,label,Vmag,Imag
0,0.0900000036,0.09,1,16.845,12.903
1,0.099605754,0.1,1,15.581,12.029
2,0.1188172549,0.119,1,14.126,11.26
3,0.1380287707,0.138,1,13.304,10.764
4,0.1572402716,0.157,1,12.748,10.393
5,0.1891388148,0.189,1,12.107,9.925
6,0.1956632733,0.195,1,11.993,9.84
7,0.2436920404,0.243,1,11.342,9.325
8,0.2917208076,0.291,1,10.842,8.914
9,0.3397495747,0.339,1,10.414,8.549
10,0.3877783418,0.387,1,9.968,8.175
11,0.4358071089,0.435,1,9.482,7.763
12,0.4838358462,0.483,1,8.844,7.325
13,0.5318646431,0.531,1,8.23,6.879
14,0.5545521975,0.554,1,7.919,6.661
15,0.5798933506,0.579,1,7.586,6.425
16,0.6279221177,0.627,1,6.994,5.989
17,0.6667737961,0.666,1,6.571,5.664
18,0.6759509444,0.676,1,6.479,5.591
19,0.6920742989,0.692,1,6.319,5.466
20,0.7188432217,0.718,1,6.069,5.267
21,0.7248057723,0.724,1,6.016,5.224
22,0.7432034612,0.743,1,5.857,5.095
23,0.7656417489,0.765,1,5.669,4.941
24,0.7736605406,0.773,1,5.603,4.887
25,0.7741888762,0.774,1,5.599,4.883
26,0.7975651026,0.797,1,5.411,4.724
27,0.8193123937,0.818,1,5.239,4.577
28,0.8225153685,0.822,1,5.214,4.556
29,0.8232703805,0.822,1,5.208,4.551
30,0.8457397223,0.845,1,5.034,4.399
31,0.8666707873,0.866,1,4.873,4.257
32,0.8713701963,0.87,1,4.836,4.225
33,0.8834364414,0.882,1,4.743,4.142
34,0.8991164565,0.898,1,4.621,4.034
35,0.9131432176,0.912,1,4.512,3.937
36,0.9202250242,0.919,1,4.456,3.887
37,0.9266893268,0.926,1,4.405,3.842
38,0.950463295,0.949,1,4.214,3.672
39,0.9690797925,0.968,1,4.061,3.534
40,0.9800909758,0.979,1,3.97,3.453
41,0.9953244925,0.994,1,3.842,3.338
42,1.0097087622,1.009,1,3.722,3.229
43,1.0179345608,1.017,1,3.652,3.164
44,1.0232863426,1.022,1,3.608,3.123
