,Mini,Mass,label,Vmag,Imag
0,0.0900000036,0.09,1,16.642,12.805
1,0.0928743929,0.093,1,16.241,12.467
2,0.0993630365,0.099,1,15.36,11.938
3,0.1180891171,0.118,1,13.955,11.208
4,0.1368152052,0.137,1,13.156,10.72
5,0.1555412859,0.155,1,12.623,10.356
6,0.1929934621,0.192,1,11.904,9.819
7,0.2398086637,0.239,1,11.278,9.319
8,0.2866238654,0.286,1,10.794,8.918
9,0.3112318218,0.31,1,10.564,8.722
10,0.3334390521,0.333,1,10.37,8.556
11,0.3802542686,0.379,1,9.955,8.19
12,0.3893588483,0.389,1,9.865,8.11
13,0.427069515,0.426,1,9.466,7.798
14,0.4392437935,0.438,1,9.289,7.679
15,0.4738847017,0.473,1,8.88,7.378
16,0.5206999183,0.52,1,8.299,6.95
17,0.5675150752,0.567,1,7.673,6.507
18,0.6143302917,0.614,1,7.101,6.086
19,0.6205840707,0.62,1,7.03,6.032
20,0.6611455679,0.661,1,6.6,5.699
21,0.6758071184,0.676,1,6.456,5.586
22,0.7092953324,0.709,1,6.147,5.341
23,0.7144426703,0.714,1,6.101,5.305
24,0.74817276,0.748,1,5.82,5.078
25,0.757445097,0.757,1,5.746,5.018
26,0.7769646049,0.776,1,5.594,4.891
27,0.8055949807,0.805,1,5.378,4.709
28,0.8324472904,0.832,1,5.181,4.539
29,0.8537446856,0.853,1,5.027,4.406
30,0.8736313581,0.873,1,4.885,4.282
31,0.8956688046,0.895,1,4.729,4.145
32,0.9018945098,0.901,1,4.684,4.107
33,0.9167122841,0.916,1,4.579,4.015
34,0.9356867075,0.935,1,4.446,3.898
35,0.9500442743,0.949,1,4.344,3.809
36,0.9686642885,0.968,1,4.213,3.695
37,0.9955410957,0.995,1,4.022,3.528
38,0.9981940389,0.997,1,4.003,3.512
39,1.0187200308,1.018,1,3.856,3.385
40,1.0392379761,1.038,1,3.707,3.256
41,1.0463438034,1.045,1,3.655,3.211
42,1.0596796274,1.059,1,3.559,3.129
43,1.0773909092,1.076,1,3.43,3.018
44,1.0935652256,1.092,1,3.312,2.915
45,1.0944936275,1.093,1,3.306,2.909
46,1.0986504555,1.097,1,3.278,2.884
47,1.1148216724,1.114,1,3.166,2.783
48,1.1298363209,1.128,1,3.065,2.687
49,1.142167449,1.141,1,2.983,2.605
50,1.1426434517,1.141,1,2.98,2.602
51,1.1464749575,1.145,1,2.955,2.577
52,1.1621470451,1.161,1,2.818,2.453
53,1.1664185524,1.165,1,2.751,2.405
54,1.1679135561,1.167,1,2.706,2.378
55,1.1685886383,1.167,1,2.675,2.357
56,1.1688666344,1.168,1,2.661,2.347
57,1.1740736961,1.173,2,2.591,2.249
58,1.1833866835,1.182,2,2.501,2.133
59,1.1907932758,1.19,2,2.429,2.031
60,1.1956228018,1.195,2,2.387,1.962
61,1.200322628,1.199,2,2.351,1.889
62,1.2042008638,1.203,2,2.33,1.828
63,1.2076106071,1.207,2,2.328,1.781
64,1.2100038528,1.209,2,2.34,1.755
65,1.2130132914,1.212,2,2.38,1.739
66,1.2171804905,1.216,2,2.468,1.745
67,1.2215870619,1.221,2,2.464,1.675
68,1.2221486568,1.221,3,2.44,1.646
69,1.2243409157,1.223,3,2.33,1.521
70,1.2261023521,1.225,3,2.225,1.407
71,1.227848649,1.227,3,2.111,1.285
72,1.2293305397,1.228,3,2.005,1.173
73,1.2307825089,1.23,3,1.895,1.055
74,1.2321119308,1.231,3,1.786,0.939
75,1.2333477736,1.232,3,1.676,0.822
76,1.2344620228,1.233,3,1.569,0.709
77,1.2355266809,1.235,3,1.457,0.59
78,1.236431241,1.235,3,1.356,0.482
79,1.2372621298,1.236,3,1.254,0.373
80,1.2380470037,1.237,3,1.15,0.262
81,1.2387472391,1.238,3,1.052,0.155
82,1.2389429808,1.238,3,1.022,0.123
83,1.2394621372,1.239,3,0.948,0.043
84,1.2400882244,1.239,3,0.853,-0.06
85,1.2406939268,1.24,3,0.754,-0.168
86,1.241232276,1.24,3,0.66,-0.27
87,1.2417302132,1.241,3,0.567,-0.372
88,1.2422050238,1.241,3,0.474,-0.474
89,1.2426398993,1.242,3,0.386,-0.571
90,1.2430560589,1.242,3,0.302,-0.664
91,1.2435102463,1.243,3,0.219,-0.755
92,1.2438280582,1.243,3,0.187,-0.791
93,1.2442368269,1.243,3,0.259,-0.709
94,1.2444220781,1.244,3,0.318,-0.643
95,1.2444837093,1.244,3,0.305,-0.657
96,1.2448316813,1.244,3,0.214,-0.758
97,1.2451870441,1.244,3,0.122,-0.86
98,1.245521903,1.245,3,0.032,-0.96
99,1.2458362579,1.245,3,-0.058,-1.06
100,1.2461423874,1.245,3,-0.149,-1.163
101,1.2464176416,1.246,3,-0.237,-1.262
102,1.2466754913,1.246,3,-0.325,-1.361
103,1.246912837,1.246,3,-0.412,-1.461
104,1.2471356392,1.246,3,-0.5,-1.561
105,1.2473381758,1.246,3,-0.584,-1.658
106,1.2475281954,1.247,3,-0.668,-1.755
107,1.247705102,1.247,3,-0.751,-1.851
108,1.2478661537,1.247,3,-0.832,-1.946
109,1.2480175495,1.247,3,-0.914,-2.041
110,1.2481563091,1.247,3,-0.992,-2.134
111,1.2482880354,1.247,3,-1.068,-2.226
112,1.2484055758,1.248,3,-1.14,-2.314
113,1.2485182285,1.248,3,-1.213,-2.403
114,1.2486233711,1.248,3,-1.284,-2.492
115,1.2487201691,1.248,3,-1.353,-2.578
116,1.2488129139,1.248,3,-1.421,-2.666
117,1.2488958836,1.248,3,-1.486,-2.749
118,1.2489763498,1.248,3,-1.551,-2.834
119,1.2490508556,1.248,3,-1.616,-2.918
120,1.249119997,1.248,3,-1.677,-2.999
121,1.2491859198,1.248,3,-1.736,-3.08
122,1.2492468357,1.248,3,-1.794,-3.159
123,1.2493040562,1.248,3,-1.85,-3.237
124,1.249358654,1.248,3,-1.905,-3.316
125,1.2494210005,1.249,3,-1.968,-3.41
126,1.2494789362,1.249,3,-2.029,-3.502
127,1.2495232821,1.249,3,-2.077,-3.575
128,1.249574542,1.249,3,-2.136,-3.666
129,1.2496212721,1.249,3,-2.192,-3.753
130,1.2496653795,1.249,3,-2.243,-3.839
131,1.2497069836,1.249,3,-2.293,-3.923
132,1.2497458458,1.249,3,-2.34,-4.004
133,1.2497825623,1.249,3,-2.381,-4.077
134,1.2497825623,1.249,4,0.355,-0.508
135,1.2501289845,1.25,4,0.331,-0.537
136,1.2504886389,1.25,4,0.318,-0.551
137,1.2508538961,1.25,4,0.309,-0.56
138,1.2511844635,1.251,4,0.304,-0.565
139,1.25154984,1.251,4,0.299,-0.569
140,1.2518843412,1.251,4,0.294,-0.572
141,1.2522542477,1.252,4,0.289,-0.576
142,1.252605319,1.252,4,0.284,-0.579
143,1.252980113,1.252,4,0.279,-0.584
144,1.2533242702,1.253,4,0.274,-0.588
145,1.2536767721,1.253,4,0.268,-0.592
146,1.254021883,1.254,4,0.263,-0.597
147,1.2543554306,1.254,4,0.257,-0.601
148,1.2546925545,1.254,4,0.252,-0.606
149,1.2549815178,1.254,4,0.247,-0.61
150,1.2550237179,1.255,4,0.246,-0.611
151,1.2553679943,1.255,4,0.241,-0.616
152,1.2557125092,1.255,4,0.235,-0.621
153,1.2560741901,1.256,4,0.229,-0.626
154,1.2563991547,1.256,4,0.224,-0.632
155,1.2567273378,1.256,4,0.218,-0.637
156,1.2570695877,1.257,4,0.212,-0.643
157,1.2574198246,1.257,4,0.206,-0.649
158,1.2575470209,1.257,4,0.204,-0.651
159,1.2577100992,1.257,4,0.201,-0.654
160,1.2580491304,1.258,4,0.194,-0.661
161,1.2583888769,1.258,4,0.188,-0.669
162,1.2587449551,1.258,4,0.18,-0.677
163,1.2590862513,1.259,4,0.172,-0.687
164,1.2594307661,1.259,4,0.163,-0.698
165,1.2597699165,1.259,4,0.152,-0.71
166,1.2601065636,1.26,4,0.141,-0.724
167,1.2604509592,1.26,4,0.13,-0.737
168,1.2607932091,1.26,4,0.115,-0.756
169,1.2611396313,1.261,4,0.081,-0.8
170,1.2614777088,1.261,4,0.009,-0.889
171,1.2616126537,1.261,4,-0.052,-0.964
172,1.2616779804,1.261,4,-0.112,-1.036
173,1.261708498,1.261,4,-0.173,-1.11
174,1.2617251873,1.261,4,-0.246,-1.196
175,1.2617342472,1.261,4,-0.316,-1.278
176,1.261736393,1.261,7,-0.335,-1.3
177,1.2617368698,1.261,7,-0.34,-1.306
178,1.2617434263,1.261,7,-0.43,-1.411
179,1.2617487907,1.261,7,-0.502,-1.495
180,1.2617540359,1.261,7,-0.561,-1.564
181,1.2617596388,1.261,7,-0.601,-1.611
182,1.2617748976,1.261,7,-0.603,-1.614
183,1.2617880106,1.261,7,-0.544,-1.544
184,1.2618205547,1.261,7,-0.496,-1.489
185,1.2620095015,1.26,7,-0.525,-1.523
186,1.2621310949,1.26,7,-0.616,-1.629
187,1.2622457743,1.259,7,-0.717,-1.749
188,1.2623449564,1.259,7,-0.812,-1.861
189,1.2624313831,1.258,7,-0.904,-1.97
190,1.2625055313,1.257,7,-0.991,-2.074
191,1.2625701427,1.256,7,-1.076,-2.176
192,1.2626277208,1.255,7,-1.157,-2.276
193,1.2626791,1.254,7,-1.225,-2.373
194,1.2627261877,1.253,7,-1.302,-2.472
195,1.2627583742,1.251,7,-1.355,-2.545
