,Mini,Mass,label,Vmag,Imag
0,0.0900000036,0.09,1,16.525,12.708
1,0.0980257466,0.098,1,15.392,11.971
2,0.0992280096,0.099,1,15.234,11.897
3,0.1176840216,0.117,1,13.856,11.177
4,0.1361400336,0.136,1,13.07,10.694
5,0.1545960605,0.154,1,12.549,10.332
6,0.1569424123,0.157,1,12.498,10.295
7,0.1915080845,0.191,1,11.845,9.8
8,0.2376481295,0.237,1,11.223,9.298
9,0.2646013796,0.263,1,10.929,9.052
10,0.2837881744,0.283,1,10.738,8.893
11,0.3299281895,0.329,1,10.331,8.543
12,0.3760682344,0.375,1,9.935,8.186
13,0.4222083092,0.421,1,9.437,7.799
14,0.4683483243,0.468,1,8.875,7.386
15,0.4804637432,0.48,1,8.718,7.27
16,0.514488399,0.514,1,8.296,6.958
17,0.5606284142,0.56,1,7.662,6.508
18,0.6067683697,0.606,1,7.091,6.084
19,0.652908504,0.653,1,6.582,5.689
20,0.6761028767,0.676,1,6.349,5.505
21,0.70066607,0.701,1,6.117,5.32
22,0.7027220726,0.703,1,6.098,5.304
23,0.7266649604,0.727,1,5.887,5.133
24,0.7484235764,0.748,1,5.702,4.983
25,0.7571473718,0.757,1,5.629,4.922
26,0.7803332806,0.78,1,5.441,4.762
27,0.7961812019,0.796,1,5.313,4.653
28,0.8057264686,0.805,1,5.237,4.587
29,0.8280501962,0.827,1,5.06,4.432
30,0.8439387083,0.843,1,4.934,4.322
31,0.8490005732,0.848,1,4.894,4.287
32,0.8654631972,0.865,1,4.764,4.172
33,0.8811030388,0.88,1,4.639,4.062
34,0.8916963339,0.891,1,4.554,3.987
35,0.8950637579,0.894,1,4.527,3.963
36,0.9085176587,0.908,1,4.418,3.866
37,0.932284832,0.931,1,4.221,3.691
38,0.9394537807,0.939,1,4.161,3.637
39,0.9448493123,0.944,1,4.115,3.597
40,0.9619320631,0.961,1,3.967,3.466
41,0.977235198,0.977,1,3.832,3.345
42,0.9872113466,0.987,1,3.743,3.265
43,0.9916407466,0.991,1,3.704,3.23
44,1.0052007437,1.005,1,3.583,3.121
45,1.0166021585,1.016,1,3.476,3.023
46,1.0259453058,1.025,1,3.384,2.937
47,1.034968853,1.034,1,3.29,2.85
48,1.0380016565,1.037,1,3.257,2.819
49,1.0432977676,1.043,1,3.197,2.762
50,1.0517959595,1.051,1,3.097,2.663
51,1.060058713,1.059,1,2.993,2.556
52,1.0655454397,1.065,1,2.92,2.477
53,1.0675082207,1.067,1,2.893,2.446
54,1.0717372894,1.071,2,2.834,2.377
55,1.0767811537,1.076,2,2.762,2.285
56,1.0805732012,1.079,2,2.706,2.207
57,1.0827264786,1.082,2,2.674,2.158
58,1.0845113993,1.084,2,2.648,2.117
59,1.0878610611,1.087,2,2.611,2.035
60,1.0901969671,1.089,2,2.607,1.987
