,Mini,Mass,label,Vmag,Imag
0,0.0900000036,0.09,1,16.439,12.636
1,0.0994827598,0.099,1,15.088,11.844
2,0.1000000015,0.1,1,15.02,11.812
3,0.1195133179,0.119,1,13.642,11.076
4,0.1200000048,0.12,1,13.614,11.059
5,0.1400000006,0.14,1,12.857,10.571
6,0.1599999964,0.16,1,12.35,10.207
7,0.2000000179,0.2,1,11.646,9.663
8,0.25,0.25,1,11.027,9.154
9,0.3000000417,0.3,1,10.543,8.747
10,0.349999994,0.35,1,10.127,8.369
11,0.3638778627,0.364,1,10.0,8.257
12,0.400000006,0.4,1,9.669,7.982
13,0.4500000179,0.45,1,9.063,7.54
14,0.5,0.5,1,8.464,7.086
15,0.5335908532,0.533,1,7.993,6.753
16,0.5500000715,0.55,1,7.773,6.597
17,0.6000000238,0.6,1,7.155,6.139
18,0.6170318127,0.617,1,6.958,5.989
19,0.6499999762,0.65,1,6.608,5.715
20,0.6611813307,0.661,1,6.496,5.626
21,0.6932455897,0.693,1,6.189,5.382
22,0.6999999881,0.7,1,6.127,5.332
23,0.7263302803,0.726,1,5.898,5.147
24,0.75,0.75,1,5.7,4.987
25,0.7787796259,0.779,1,5.471,4.793
26,0.8000000119,0.8,1,5.305,4.651
27,0.8109054565,0.811,1,5.221,4.578
28,0.8425604701,0.842,1,4.978,4.366
29,0.8500000238,0.85,1,4.921,4.316
30,0.8731077909,0.873,1,4.745,4.163
31,0.8997967839,0.899,1,4.541,3.983
32,0.8999999762,0.899,1,4.54,3.982
33,0.9222065806,0.922,1,4.369,3.832
34,0.942718327,0.942,1,4.209,3.691
35,0.9499999881,0.95,1,4.151,3.64
36,0.9563074708,0.956,1,4.102,3.597
37,0.9760306478,0.976,1,3.942,3.458
38,0.9937723875,0.994,1,3.795,3.329
39,1.0,1.0,1,3.743,3.283
40,1.0146831274,1.015,1,3.622,3.177
41,1.0311498642,1.031,1,3.484,3.055
42,1.0449823141,1.045,1,3.364,2.948
43,1.0499999523,1.05,1,3.319,2.907
44,1.0597206354,1.059,1,3.227,2.826
45,1.0692254305,1.069,1,3.133,2.741
46,1.0717513561,1.071,1,3.107,2.717
47,1.0771729946,1.077,1,3.048,2.661
48,1.0857169628,1.085,1,2.953,2.568
49,1.09385252,1.093,1,2.859,2.473
50,1.0991674662,1.098,1,2.796,2.408
51,1.1000000238,1.099,1,2.785,2.395
52,1.1025018692,1.102,1,2.751,2.356
53,1.1081664562,1.107,2,2.676,2.268
54,1.1146970987,1.114,2,2.589,2.153
55,1.1192927361,1.119,2,2.527,2.059
56,1.1226798296,1.122,2,2.485,1.981
