,Mini,Mass,label,Vmag,Imag
0,0.0900000036,0.09,1,16.618,12.785
1,0.0904369056,0.09,1,16.556,12.732
2,0.099336043,0.099,1,15.333,11.929
3,0.1180081367,0.118,1,13.933,11.2
4,0.1366802156,0.136,1,13.136,10.714
5,0.1553523093,0.155,1,12.606,10.35
6,0.1926964968,0.192,1,11.888,9.812
7,0.2393767238,0.238,1,11.259,9.308
8,0.2860569358,0.285,1,10.772,8.903
9,0.3327371776,0.332,1,10.356,8.548
10,0.3794173598,0.379,1,9.946,8.185
11,0.4260976315,0.425,1,9.452,7.791
12,0.4727778435,0.472,1,8.87,7.371
13,0.5194581151,0.519,1,8.282,6.94
14,0.5571145415,0.556,1,7.766,6.575
15,0.5661382675,0.565,1,7.648,6.49
16,0.6128184795,0.612,1,7.073,6.065
17,0.6168777347,0.616,1,7.026,6.029
18,0.6594987512,0.659,1,6.564,5.671
19,0.6612682939,0.661,1,6.547,5.657
20,0.6926393509,0.692,1,6.24,5.415
21,0.7075701356,0.707,1,6.102,5.304
22,0.7196822762,0.719,1,5.996,5.218
23,0.744161129,0.744,1,5.786,5.048
24,0.7556414604,0.755,1,5.691,4.97
25,0.7752793431,0.775,1,5.532,4.836
26,0.7989289165,0.798,1,5.345,4.677
27,0.8037129641,0.803,1,5.307,4.645
28,0.8246694207,0.824,1,5.144,4.504
29,0.8474211693,0.846,1,4.968,4.35
30,0.8517842293,0.851,1,4.935,4.321
31,0.8686145544,0.868,1,4.805,4.207
32,0.885374248,0.884,1,4.676,4.093
33,0.8998556733,0.899,1,4.563,3.994
34,0.9012809396,0.9,1,4.552,3.984
35,0.9153823256,0.914,1,4.442,3.887
36,0.9290688634,0.928,1,4.335,3.791
37,0.9479269981,0.947,1,4.184,3.658
38,0.965947628,0.965,1,4.037,3.528
39,0.9832987189,0.983,1,3.893,3.4
40,0.995998323,0.995,1,3.785,3.304
41,0.9988127947,0.998,1,3.762,3.283
42,1.0133359432,1.013,1,3.64,3.174
43,1.0271004438,1.026,1,3.522,3.067
44,1.0386731625,1.038,1,3.418,2.972
45,1.044069767,1.043,1,3.368,2.926
46,1.045108676,1.044,1,3.359,2.918
47,1.0542033911,1.053,1,3.27,2.836
48,1.0594884157,1.058,1,3.216,2.786
49,1.0644291639,1.063,1,3.163,2.736
50,1.0722775459,1.071,1,3.074,2.648
51,1.0798194408,1.079,1,2.983,2.555
52,1.0847814083,1.084,1,2.918,2.486
53,1.0870807171,1.086,1,2.89,2.454
54,1.0920881033,1.091,2,2.829,2.384
55,1.0921411514,1.091,2,2.828,2.384
56,1.0982800722,1.097,2,2.751,2.292
57,1.1029462814,1.102,2,2.69,2.213
58,1.107927084,1.107,2,2.625,2.117
59,1.1122198105,1.111,2,2.576,2.025
60,1.1151567698,1.114,2,2.561,1.966
61,1.1172106266,1.116,2,2.577,1.941
62,1.118699193,1.117,2,2.608,1.938
63,1.1198498011,1.119,2,2.637,1.938
64,1.1208130121,1.12,2,2.66,1.937
65,1.1215274334,1.12,2,2.676,1.936
66,1.1222379208,1.121,2,2.688,1.931
67,1.1233061552,1.122,2,2.668,1.892
68,1.1242648363,1.123,2,2.633,1.842
69,1.1246720552,1.123,2,2.613,1.816
70,1.1253148317,1.124,3,2.569,1.766
71,1.1267601252,1.125,3,2.458,1.642
72,1.1279327869,1.127,3,2.354,1.53
73,1.1290467978,1.128,3,2.246,1.415
74,1.130069375,1.129,3,2.139,1.301
75,1.131090641,1.13,3,2.025,1.18
76,1.1320197582,1.131,3,1.913,1.062
77,1.1328110695,1.131,3,1.81,0.953
78,1.1335861683,1.132,3,1.701,0.837
79,1.1342948675,1.133,3,1.593,0.722
80,1.1349475384,1.134,3,1.486,0.608
81,1.1355388165,1.134,3,1.38,0.495
82,1.1360989809,1.135,3,1.272,0.38
83,1.1365793943,1.135,3,1.173,0.272
84,1.1370362043,1.136,3,1.071,0.162
85,1.1374469995,1.136,3,0.972,0.055
86,1.1378145218,1.136,3,0.878,-0.047
87,1.1381658316,1.137,3,0.781,-0.153
88,1.1384881735,1.137,3,0.686,-0.257
89,1.138787508,1.137,3,0.593,-0.359
90,1.1390613317,1.138,3,0.503,-0.457
91,1.1393146515,1.138,3,0.416,-0.553
92,1.1395597458,1.138,3,0.329,-0.649
93,1.1397947073,1.138,3,0.25,-0.737
94,1.1401355267,1.139,3,0.17,-0.826
95,1.1402125359,1.139,3,0.189,-0.803
96,1.1402996778,1.139,3,0.21,-0.779
97,1.1404592991,1.139,3,0.291,-0.688
98,1.14050138,1.139,3,0.314,-0.662
99,1.140734911,1.14,3,0.214,-0.773
100,1.1409569979,1.14,3,0.12,-0.878
101,1.1411730051,1.14,3,0.025,-0.984
102,1.1413667202,1.14,3,-0.064,-1.085
103,1.1415529251,1.14,3,-0.156,-1.188
104,1.1417226791,1.141,3,-0.246,-1.289
105,1.1418823004,1.141,3,-0.337,-1.392
106,1.1420260668,1.141,3,-0.424,-1.492
107,1.1421588659,1.141,3,-0.509,-1.59
108,1.1422826052,1.141,3,-0.593,-1.688
109,1.1423977613,1.141,3,-0.677,-1.786
110,1.1425056458,1.141,3,-0.761,-1.884
111,1.1426030397,1.141,3,-0.843,-1.98
112,1.1426951885,1.141,3,-0.921,-2.074
113,1.1427769661,1.142,3,-0.995,-2.163
114,1.1428557634,1.142,3,-1.07,-2.255
115,1.1429271698,1.142,3,-1.141,-2.343
116,1.142993927,1.142,3,-1.212,-2.431
117,1.1430580616,1.142,3,-1.282,-2.52
118,1.1431150436,1.142,3,-1.347,-2.604
119,1.1431701183,1.142,3,-1.413,-2.69
120,1.1432205439,1.142,3,-1.477,-2.773
121,1.1432678699,1.142,3,-1.541,-2.856
122,1.1433130503,1.142,3,-1.601,-2.938
123,1.1433638334,1.142,3,-1.672,-3.036
