,Mini,Mass,label,Vmag,Imag
0,0.0900000036,0.09,1,15.326,12.141
1,0.0901930332,0.09,1,15.295,12.127
2,0.099978283,0.1,1,13.924,11.454
3,0.1000000089,0.1,1,13.921,11.452
4,0.1199999899,0.12,1,12.79,10.729
5,0.1400000006,0.14,1,12.179,10.273
6,0.1599999964,0.16,1,11.745,9.927
7,0.2000000179,0.2,1,11.114,9.387
8,0.25,0.25,1,10.492,8.862
9,0.3000000417,0.3,1,9.982,8.444
10,0.349999994,0.35,1,9.598,8.106
11,0.3678055406,0.368,1,9.441,7.975
12,0.4000000358,0.4,1,9.178,7.755
13,0.402382046,0.402,1,9.152,7.735
14,0.4500000179,0.45,1,8.66,7.343
15,0.5,0.5,1,8.051,6.885
16,0.5117838383,0.512,1,7.902,6.771
17,0.5500000715,0.55,1,7.446,6.42
18,0.6000000238,0.6,1,6.911,5.991
19,0.6068155169,0.607,1,6.839,5.934
20,0.647025764,0.647,1,6.441,5.613
21,0.6499999762,0.65,1,6.413,5.591
22,0.6654262543,0.665,1,6.269,5.474
23,0.6937586069,0.694,1,6.017,5.27
24,0.6999999881,0.7,1,5.964,5.226
25,0.7035048008,0.704,1,5.934,5.201
26,0.7320964336,0.732,1,5.694,5.004
27,0.75,0.75,1,5.547,4.882
28,0.7640703917,0.764,1,5.433,4.785
29,0.7914546728,0.791,1,5.215,4.596
30,0.8000000715,0.8,1,5.146,4.537
31,0.8237503171,0.823,1,4.958,4.375
32,0.8500000238,0.85,1,4.749,4.194
33,0.8544198275,0.854,1,4.714,4.165
34,0.8812288642,0.881,1,4.502,3.982
35,0.8999999762,0.899,1,4.351,3.851
36,0.9039610028,0.903,1,4.319,3.824
37,0.9248715043,0.924,1,4.147,3.678
38,0.9438723326,0.943,1,3.987,3.542
39,0.9499999881,0.95,1,3.933,3.496
40,0.9586831331,0.958,1,3.858,3.434
41,0.9742555618,0.974,1,3.719,3.32
42,0.9878462553,0.988,1,3.595,3.217
43,1.0,1.0,1,3.481,3.124
44,1.0079040527,1.008,1,3.407,3.065
45,1.0208158493,1.021,1,3.282,2.964
46,1.0321288109,1.032,1,3.169,2.871
47,1.0418288708,1.041,1,3.065,2.785
48,1.0499999523,1.05,1,2.971,2.704
49,1.0534129143,1.053,1,2.933,2.671
50,1.0546623468,1.054,1,2.919,2.658
51,1.0623303652,1.062,1,2.819,2.566
52,1.0641740561,1.064,1,2.793,2.543
53,1.0668162107,1.066,1,2.758,2.509
54,1.0723910332,1.072,2,2.684,2.436
55,1.0783683062,1.078,2,2.601,2.349
56,1.0847985744,1.084,2,2.503,2.239
57,1.0900986195,1.089,2,2.414,2.125
58,1.0937424898,1.093,2,2.347,2.028
59,1.0959209204,1.095,2,2.305,1.956
60,1.0975496769,1.097,2,2.273,1.893
61,1.098736167,1.098,2,2.251,1.839
62,1.0999180079,1.099,2,2.231,1.78
63,1.1000000238,1.099,2,2.23,1.775
64,1.1009964943,1.1,2,2.216,1.724
65,1.1019554138,1.101,2,2.206,1.675
66,1.1029038429,1.102,2,2.203,1.631
67,1.1038044691,1.103,2,2.208,1.598
68,1.1046921015,1.104,2,2.223,1.575
69,1.1055868864,1.105,2,2.247,1.563
70,1.106490016,1.106,2,2.27,1.556
71,1.1077948809,1.107,2,2.252,1.505
72,1.1083631516,1.108,2,2.224,1.466
73,1.1089097261,1.108,3,2.182,1.416
74,1.1099900007,1.109,3,2.082,1.304
75,1.1108824015,1.11,3,1.986,1.199
76,1.1117289066,1.111,3,1.887,1.092
77,1.1125496626,1.112,3,1.783,0.983
78,1.1133202314,1.113,3,1.679,0.873
79,1.1140966415,1.113,3,1.568,0.755
80,1.114802599,1.114,3,1.459,0.641
81,1.1154546738,1.115,3,1.353,0.528
82,1.116045475,1.115,3,1.249,0.419
83,1.1166058779,1.116,3,1.144,0.308
84,1.1171545982,1.116,3,1.034,0.191
85,1.1176223755,1.117,3,0.932,0.083
86,1.1180701256,1.117,3,0.829,-0.027
87,1.1184924841,1.118,3,0.724,-0.139
88,1.1188782454,1.118,3,0.62,-0.249
89,1.1192376614,1.119,3,0.517,-0.36
90,1.11956954,1.119,3,0.414,-0.47
91,1.1198717356,1.119,3,0.314,-0.578
92,1.1201602221,1.119,3,0.213,-0.687
93,1.1204240322,1.12,3,0.114,-0.794
94,1.1206719875,1.12,3,0.015,-0.902
95,1.1209001541,1.12,3,-0.082,-1.007
96,1.1211178303,1.12,3,-0.179,-1.113
97,1.1213201284,1.121,3,-0.27,-1.213
98,1.1215515137,1.121,3,-0.359,-1.31
99,1.1216619015,1.121,3,-0.386,-1.34
100,1.1217913628,1.121,3,-0.34,-1.288
101,1.1219065189,1.121,3,-0.255,-1.194
102,1.1219147444,1.121,3,-0.249,-1.187
103,1.1220695972,1.121,3,-0.34,-1.287
104,1.1222362518,1.122,3,-0.438,-1.395
105,1.1223907471,1.122,3,-0.532,-1.499
106,1.122533679,1.122,3,-0.624,-1.601
107,1.1226683855,1.122,3,-0.715,-1.703
108,1.122792244,1.122,3,-0.805,-1.803
109,1.1229099035,1.122,3,-0.895,-1.904
110,1.1230176687,1.122,3,-0.983,-2.003
111,1.1231182814,1.122,3,-1.069,-2.101
112,1.1232100725,1.122,3,-1.152,-2.195
113,1.1232975721,1.123,3,-1.236,-2.292
114,1.1233778,1.123,3,-1.318,-2.386
115,1.1234519482,1.123,3,-1.399,-2.479
116,1.1235227585,1.123,3,-1.478,-2.573
117,1.1235871315,1.123,3,-1.554,-2.663
118,1.1236487627,1.123,3,-1.631,-2.755
119,1.1237175465,1.123,3,-1.722,-2.864
120,1.1237698793,1.123,3,-1.796,-2.953
121,1.1238301992,1.123,3,-1.885,-3.062
122,1.1238845587,1.123,3,-1.967,-3.165
123,1.1239355803,1.123,3,-2.049,-3.268
124,1.1239742041,1.123,3,-2.114,-3.351
125,1.1240177155,1.123,3,-2.191,-3.451
126,1.1240587234,1.123,3,-2.263,-3.549
127,1.1240968704,1.123,3,-2.333,-3.645
128,1.1241322756,1.123,3,-2.401,-3.74
129,1.1241647005,1.123,3,-2.465,-3.832
130,1.1241956949,1.123,3,-2.529,-3.924
131,1.1242251396,1.124,3,-2.588,-4.011
132,1.1242489815,1.124,3,-2.634,-4.08
133,1.1242489815,1.123,4,0.235,-0.552
134,1.1244639158,1.123,4,0.21,-0.583
135,1.1246794462,1.124,4,0.199,-0.595
136,1.1248977184,1.124,4,0.19,-0.605
137,1.1250947714,1.124,4,0.182,-0.612
138,1.1252937317,1.124,4,0.175,-0.617
139,1.1255151033,1.124,4,0.168,-0.623
140,1.1257110834,1.125,4,0.161,-0.628
