	name	a	loc	scale	value	error
0	[M/H]	1.432024043790868	-1.0939936582445984	0.13109193880011857	-1.0228189408406276	0.09915098007339616
1	Age_Myr	0.06464662239101833	4017.8761664794215	160.6040932935636	4026.1382435855526	160.39119354428684
2	(m-M)0	1.0781667800585195	18.605749153544682	0.04066137141368589	18.62682025165387	0.032977814917311055
3	E(B-V)	-1.6179054948607454	0.062464146682189595	0.017396506948823335	0.0530000556072098	0.012776166075175793
4	BinF	3.44093731670277	0.08652241500736445	0.09854736459051701	0.13105810437847645	0.06332854966597373
