	name	a	loc	scale	value	error
0	[M/H]	1.015174689546744	-1.1030937373936145	0.11374448355192696	-1.0451785303322074	0.09358181822361034
1	Age_Gyr	1.0237139296412232	3.8555090985346294	0.19405527268692135	3.9545742554031724	0.15934185695686814
2	(m-M)0	1.547840940952678	18.594315056867387	0.04237686270830489	18.617380181130954	0.03145186318197314
3	E(B-V)	-0.7930724584916607	0.0712353165872459	0.01250984823219008	0.06546913926539445	0.01086408777211964
4	BinF	3.7006849657992147	0.0947750262142636	0.10561390842124599	0.14098968295242342	0.0673533792058154
