,V,E_V,I,E_I,V-I,PROB_VI,neighbor_dist
863,22.662807,0.10245579,22.177618,0.17605676,0.48518944,0.9282542,0.03112445474088218
864,22.66424,0.06582806,22.090492,0.114022546,0.57374763,0.9042191,0.057971354640726155
865,22.667618,0.08826118,22.126364,0.14908817,0.54125404,0.9171774,0.026851325129655556
866,22.669245,0.075321935,22.190191,0.13303263,0.4790535,0.9317271,0.03258107920552209
867,22.66888,0.08141226,22.12222,0.14128101,0.5466614,0.913751,0.030473413532827103
868,22.669079,0.087057166,22.116274,0.15038255,0.55280495,0.87899834,0.030473413532827103
869,22.670137,0.08612917,22.116274,0.14731123,0.5538635,0.9078077,0.035746093764915866
870,22.671032,0.07115532,22.067402,0.12092821,0.60363007,0.8638013,0.021116686233350345
871,22.671198,0.11135534,22.077742,0.1880525,0.59345627,0.9343694,0.03359311629131337
872,22.677187,0.13312161,22.38272,0.23639148,0.29446602,0.98536325,0.16771840163591753
873,22.67454,0.07716755,22.058323,0.13648412,0.61621666,0.92651856,0.047665533108609735
874,22.678064,0.07710422,22.091234,0.13315468,0.58683014,0.9042887,0.04143884709177379
875,22.6783,0.08443538,22.03427,0.1412804,0.6440315,0.93283653,0.03755676775787712
876,22.67985,0.08681225,22.044823,0.14322451,0.63502693,0.93733543,0.04469117736866554
877,22.685383,0.10342581,22.217941,0.17796534,0.46744156,0.89628655,0.027623673462872395
878,22.687893,0.08585333,22.338707,0.16392992,0.34918594,0.9729106,0.12484275394085069
879,22.686611,0.08374852,22.161352,0.14223744,0.525259,0.8852102,0.03567928642159899
880,22.688057,0.09697349,22.086887,0.16288641,0.6011696,0.9110082,0.02365632207821994
881,22.690596,0.06852692,22.009604,0.115973234,0.6809921,0.9007978,0.1143713047375858
882,22.692604,0.07023446,22.043943,0.11995195,0.64866066,0.9071078,0.027144911317401203
883,22.694921,0.08506714,22.303913,0.1515647,0.39100838,0.9416892,0.07133418720704798
884,22.692966,0.08519506,21.908764,0.13770078,0.7842026,0.95008636,0.23486229923557575
885,22.699026,0.08927872,22.093645,0.14773153,0.605381,0.9376245,0.029636660226724676
886,22.700127,0.109411806,22.211597,0.18781804,0.4885292,0.9251602,0.036545215914911694
887,22.700954,0.07170391,22.22894,0.12815627,0.47201538,0.8651708,0.027623673462872395
888,22.703053,0.08920179,22.230919,0.15480167,0.47213364,0.89743006,0.029351727135161067
889,22.703888,0.09295936,22.166945,0.15531382,0.53694344,0.9016532,0.05184911864982928
890,22.706036,0.107876636,22.078863,0.17518637,0.62717247,0.9356555,0.04261698476285263
891,22.70615,0.1075526,22.057116,0.1888056,0.6490345,0.9636052,0.025234722970150284
892,22.707766,0.099177904,22.242336,0.16942835,0.4654293,0.92288274,0.0333873692337971
893,22.707853,0.07234145,22.196701,0.1292461,0.51115227,0.89398944,0.029295745175277024
894,22.712505,0.081125684,22.233828,0.14134902,0.47867775,0.8850873,0.025761380736082685
895,22.71335,0.077649094,22.25777,0.13896663,0.45557976,0.8947923,0.06529215081960404
896,22.714235,0.09724138,22.22625,0.16423036,0.4879856,0.8529702,0.022685790084238742
897,22.713816,0.09133015,22.131056,0.15277033,0.58275986,0.90542525,0.03211754729972969
898,22.715816,0.12650162,22.191843,0.23185462,0.52397346,0.9422889,0.030241882372198166
899,22.714842,0.096650116,22.061039,0.15820175,0.6538029,0.94912124,0.034017569937891075
900,22.719557,0.07521845,22.100521,0.12808774,0.6190357,0.9309147,0.04161835860880831
901,22.720724,0.09748733,22.193653,0.16671251,0.527071,0.9073654,0.035316354057556607
902,22.719584,0.12279864,22.00948,0.20259486,0.710104,0.94702184,0.14734912992171226
903,22.72472,0.073154196,22.217653,0.12966526,0.5070667,0.87838435,0.026497761594287485
904,22.726414,0.06898456,22.17426,0.12034707,0.55215454,0.86001956,0.05759211684218283
905,22.727615,0.080656566,22.150686,0.15026163,0.5769291,0.92002004,0.021924015241685517
906,22.728853,0.07986215,22.095818,0.13420315,0.63303566,0.9134913,0.0371375191594799
907,22.730099,0.070794255,22.15131,0.12231728,0.57878876,0.88220996,0.01762042290581889
908,22.734812,0.08486532,22.253633,0.14996055,0.48117828,0.9093326,0.025761380736082685
909,22.735626,0.099455535,22.25829,0.18176027,0.47733688,0.93496716,0.024331714660458054
910,22.736181,0.0748469,22.247267,0.13228686,0.4889145,0.8793452,0.036545215914911694
911,22.736267,0.08026305,22.226238,0.13922848,0.51002884,0.8805659,0.02397786460268721
912,22.741909,0.081213154,22.32578,0.14507484,0.41612816,0.8698893,0.1211066309481706
913,22.740929,0.07406023,22.173111,0.12696064,0.5678177,0.9104732,0.0471602030971534
914,22.742304,0.09228891,22.122147,0.15587439,0.62015724,0.8997048,0.02931649141485217
915,22.744617,0.079436466,22.354158,0.15150963,0.39045906,0.950032,0.08667844978884333
916,22.745596,0.077763714,22.223518,0.13837492,0.52207756,0.89706194,0.035316354057556607
917,22.746153,0.09742919,22.11228,0.1633459,0.633873,0.90465856,0.020700513170021896
918,22.747498,0.107281856,22.168816,0.18327972,0.57868195,0.8981325,0.01762042290581889
919,22.751238,0.112499095,22.198023,0.19269465,0.553215,0.94143516,0.0402404796177018
920,22.752092,0.07738351,22.238466,0.13538414,0.5136261,0.862542,0.04243292084103024
921,22.756876,0.1389282,22.432764,0.23590983,0.32411194,0.9781484,0.11695881164820252
922,22.755272,0.07432382,22.176327,0.12918603,0.57894516,0.8950864,0.022955262123849487
923,22.755922,0.07489529,22.221739,0.13163505,0.5341835,0.877524,0.05014018931378751
924,22.755249,0.08382895,22.140379,0.14243628,0.6148701,0.92299867,0.04161835860880831
925,22.756073,0.0853802,22.113544,0.14257927,0.64252853,0.89595133,0.044091337451489826
926,22.760939,0.106955156,22.413261,0.18889517,0.34767723,0.9465402,0.09159663514760936
927,22.75934,0.103244275,22.184948,0.17490783,0.5743923,0.9442411,0.022955262123849487
928,22.762669,0.10542207,22.179176,0.17946273,0.5834923,0.8843389,0.023764763719549168
929,22.765268,0.09085988,22.158598,0.15251899,0.6066704,0.94824094,0.06735713684876721
930,22.76658,0.077636495,22.132904,0.13151447,0.6336765,0.9142165,0.02985652060403058
931,22.772861,0.07976244,22.405432,0.15590034,0.36742973,0.87949,0.03628779167581482
932,22.770475,0.12631021,22.104498,0.21097727,0.6659775,0.9701752,0.06778736979192801
933,22.773537,0.12165731,22.029787,0.19960763,0.7437496,0.9795982,0.09004874753772761
934,22.776035,0.12137871,22.236984,0.20520401,0.53905106,0.9376531,0.03578814347106041
935,22.780396,0.07432947,22.405813,0.1510416,0.3745823,0.93039674,0.05112083039424366
936,22.779346,0.08630767,22.204796,0.14795133,0.5745506,0.9209165,0.03269608214604383
937,22.780237,0.099055596,22.15655,0.18004304,0.62368774,0.93698466,0.042201579537020736
938,22.78083,0.07645411,22.195644,0.13141458,0.585186,0.8672893,0.02021175555715061
939,22.78363,0.074849695,22.225712,0.13082592,0.55791855,0.8669791,0.0402404796177018
940,22.783907,0.07790823,22.155102,0.13294382,0.62880516,0.85302544,0.02985652060403058
941,22.785038,0.12027068,22.12311,0.19762953,0.6619282,0.94661164,0.0519028033704608
942,22.78694,0.07457412,22.203453,0.12916641,0.58348656,0.8999774,0.01779898568282076
943,22.787796,0.08567788,22.144634,0.14400169,0.6431618,0.9211133,0.032263466591804665
944,22.791391,0.13214643,22.353033,0.2308711,0.4383583,0.9397677,0.10342772588315276
945,22.793024,0.07625408,22.333817,0.13561775,0.45920753,0.88368845,0.04629278966636172
946,22.795475,0.08744832,22.430729,0.16891405,0.3647461,0.92212015,0.05112083039424366
947,22.797707,0.092530325,22.252113,0.1657249,0.54559326,0.87995225,0.039167877747316636
948,22.799486,0.117627434,22.23144,0.20147432,0.56804657,0.8855904,0.021123677053827134
949,22.80127,0.08808772,22.351242,0.15668651,0.45002747,0.86987877,0.05873761421925433
950,22.799486,0.10885992,22.06394,0.18745339,0.7355461,0.976798,0.06831484000109322
951,22.803553,0.1430116,22.392752,0.24070641,0.41080093,0.907879,0.11721451830481512
952,22.801456,0.10260919,22.080912,0.168793,0.7205448,0.9499201,0.09772302797768341
953,22.80337,0.09164488,22.22116,0.15460022,0.58220863,0.9075372,0.017869737299012686
954,22.80566,0.07803491,22.26267,0.13563426,0.54298973,0.8627441,0.03578814347106041
955,22.808153,0.085834704,22.493567,0.16988283,0.31458664,0.9380493,0.1659337142183926
956,22.807783,0.08048136,22.313097,0.14229974,0.49468613,0.89421016,0.07792637548788112
957,22.80834,0.092994235,22.345333,0.16087864,0.46300697,0.9243536,0.024594125891605596
958,22.807533,0.12125654,22.238556,0.20541413,0.56897736,0.9158945,0.012071447219532403
959,22.807625,0.10350803,22.160254,0.17657904,0.6473713,0.96085066,0.040397405536445545
960,22.810839,0.08986818,22.252441,0.1535512,0.5583973,0.87249464,0.04862418545494053
961,22.81928,0.10304664,22.249886,0.17556891,0.56939507,0.90443677,0.021123677053827134
962,22.820662,0.081265606,22.309538,0.1437902,0.51112366,0.86104536,0.08256738953596282
963,22.821014,0.13254872,22.238922,0.22682384,0.5820923,0.9418564,0.035178977351028096
964,22.82694,0.097425565,22.187342,0.17064169,0.63959885,0.9336756,0.03367476067576854
965,22.829306,0.12080099,22.363792,0.2117456,0.46551323,0.9502441,0.047288927320106644
966,22.828253,0.10853035,22.235685,0.17753088,0.59256744,0.89626294,0.052472036625478086
967,22.835974,0.10376612,22.172844,0.1773697,0.6631298,0.95740604,0.04657041286216239
968,22.84055,0.106215194,22.308443,0.18407439,0.5321064,0.91834426,0.045716926975402146
969,22.846376,0.083641425,22.306517,0.14621274,0.5398598,0.8774257,0.0380954958260795
970,22.846739,0.11089799,22.200985,0.19954148,0.64575386,0.951684,0.036519480241549294
971,22.847282,0.15323608,22.212027,0.24870987,0.6352558,0.9353706,0.04048289363253632
972,22.850426,0.11514408,22.161455,0.18787831,0.68897057,0.9654491,0.07508875672892618
973,22.851444,0.12837559,22.180042,0.21311103,0.671402,0.9564818,0.05070553463224288
974,22.853798,0.084192246,22.291014,0.1451973,0.5627842,0.87586874,0.0451042799379704
975,22.854937,0.104340605,22.21167,0.17528763,0.6432667,0.92843777,0.03367476067576854
976,22.857214,0.089120455,22.293898,0.1522087,0.56331635,0.9069691,0.04227705644534528
977,22.86114,0.09385277,22.260672,0.16377033,0.6004677,0.89111495,0.08088256274747199
978,22.861366,0.08586608,22.206066,0.14278784,0.65530014,0.8847341,0.04961115679087471
979,22.86147,0.16169617,22.120474,0.26015314,0.7409954,0.9491433,0.09004874753772761
980,22.866865,0.10413462,22.322823,0.1781513,0.5440426,0.8835612,0.03975416169438788
981,22.869465,0.12794942,22.382893,0.22538725,0.48657227,0.92747957,0.07017220138638054
982,22.871168,0.111291066,22.401423,0.19069923,0.46974564,0.92651856,0.047288927320106644
983,22.87962,0.09496789,22.302746,0.16043502,0.5768738,0.8841009,0.05092322437467531
984,22.880236,0.10793695,22.343729,0.18179412,0.53650665,0.8848517,0.03975416169438788
985,22.883766,0.08918295,22.39591,0.17333739,0.4878559,0.8702039,0.060324786889674166
986,22.886976,0.13392167,22.256134,0.23033603,0.6308422,0.94608873,0.02611944740907188
987,22.890028,0.09004098,22.43407,0.1679711,0.4559574,0.86504513,0.05484608686837317
988,22.89217,0.10368009,22.525808,0.18772037,0.36636162,0.91983336,0.06395004309489294
989,22.891544,0.13968776,22.424534,0.24036863,0.4670105,0.881929,0.05484608686837317
990,22.893623,0.14592111,22.461294,0.23397775,0.43232918,0.88172704,0.09302350572151315
991,22.8932,0.098372325,22.393335,0.17317338,0.49986458,0.86775273,0.060324786889674166
992,22.893513,0.07847985,22.262564,0.14849922,0.630949,0.87904537,0.020722925784973097
993,22.89416,0.08827868,22.217417,0.147581,0.67674255,0.8717332,0.05070553463224288
994,22.897186,0.095160015,22.311272,0.16405156,0.5859146,0.907752,0.04824044700489244
995,22.898293,0.083896935,22.442265,0.15156913,0.45602798,0.88920414,0.05490112056662678
996,22.897684,0.123939544,22.336475,0.2047264,0.5612087,0.9093907,0.038445596157976596
997,22.89678,0.084327176,22.211899,0.1438695,0.6848812,0.9157294,0.05111739137972739
998,22.898746,0.11091535,22.2734,0.18712154,0.62534714,0.8924127,0.029746854296646762
999,22.899025,0.14061221,22.188082,0.25232682,0.7109432,0.9641313,0.08496681155821209
1000,22.90128,0.114453964,22.394781,0.19548352,0.50649834,0.9157051,0.06411263285450387
1001,22.90053,0.1867342,22.086521,0.29360595,0.8140087,0.98469496,0.25690318989591915
1002,22.904678,0.117870525,22.544796,0.21134378,0.35988235,0.9211288,0.041201087697580546
1003,22.907541,0.08584015,22.289158,0.14593664,0.6183834,0.8595375,0.057942069247243634
1004,22.90793,0.09490709,22.274015,0.16236694,0.63391495,0.8671237,0.024146333119510636
1005,22.912443,0.08718185,22.344269,0.15174448,0.56817436,0.87059575,0.047921877818227314
1006,22.912575,0.09710641,22.255539,0.1619222,0.6570358,0.88330954,0.0525442151859778
1007,22.917105,0.11277988,22.477331,0.20548476,0.43977356,0.9187897,0.056538201513231294
1008,22.9182,0.12490321,22.363514,0.21076147,0.5546856,0.8661049,0.06715883230061666
1009,22.9228,0.13779129,22.160494,0.23031831,0.7623062,0.9469286,0.12258598705811681
1010,22.924335,0.0950778,22.294785,0.17859337,0.62955093,0.8532887,0.02921267849557105
1011,22.925468,0.10325123,22.38735,0.18110579,0.53811836,0.90266365,0.03395274392499406
1012,22.926722,0.08573894,22.408386,0.15399909,0.51833534,0.87114245,0.024830260377710932
1013,22.927736,0.09073581,22.347866,0.15547372,0.5798702,0.84310603,0.04690449436581274
1014,22.930815,0.088225976,22.295525,0.17240782,0.63529015,0.89853764,0.02921267849557105
1015,22.931068,0.13302806,22.165009,0.20827077,0.7660599,0.9565011,0.13956010823785556
1016,22.934391,0.11924201,22.213604,0.19452286,0.72078705,0.9381437,0.06054301405710237
1017,22.935844,0.10430779,22.240881,0.16999605,0.69496346,0.8963267,0.08758558377691103
1018,22.937836,0.1237177,22.40608,0.20920876,0.53175545,0.8873716,0.03395274392499406
1019,22.94142,0.10942229,22.741686,0.19595644,0.19973373,0.92847633,0.5406712594474087
1020,22.937737,0.10668268,22.288212,0.17915979,0.6495247,0.8914666,0.07095170464056626
1021,22.939116,0.10470944,22.41646,0.17970705,0.5226555,0.89833003,0.024830260377710932
1022,22.93967,0.106370054,22.398754,0.18309827,0.54091644,0.8601498,0.045477680578930535
1023,22.942442,0.118853316,22.340258,0.20220302,0.6021843,0.8771,0.05341998034470828
1024,22.942013,0.12010843,22.216356,0.20749955,0.7256565,0.9681656,0.07231276747577761
1025,22.94531,0.08577475,22.585922,0.16893479,0.35938835,0.9116678,0.06395004309489294
1026,22.947105,0.09567157,22.429045,0.16542584,0.5180607,0.8930192,0.024183623354441543
1027,22.95706,0.09214753,22.428108,0.1617466,0.52895164,0.89032257,0.023917646371606423
1028,22.959717,0.10087705,22.391012,0.17293328,0.5687046,0.9010695,0.025904672221235336
1029,22.95989,0.0866245,22.38683,0.150535,0.573061,0.855149,0.02160884231045141
1030,22.961285,0.085828334,22.498514,0.15313712,0.46277046,0.8537834,0.07199929583044742
1031,22.963701,0.10585458,22.363478,0.20434415,0.60022354,0.8868145,0.04702976239455701
1032,22.967974,0.09661713,22.393265,0.16605283,0.57470894,0.89073765,0.030932851494141263
1033,22.968864,0.1010058,22.441273,0.17263003,0.5275917,0.8330846,0.023095468387988562
1034,22.969458,0.09064991,22.405582,0.15753524,0.5638752,0.88128436,0.025904672221235336
1035,22.970053,0.108173475,22.44987,0.1898268,0.52018356,0.8813194,0.02550287065021786
1036,22.971632,0.10117442,22.529388,0.18289085,0.44224358,0.91545784,0.06880333505223403
1037,22.972157,0.11590989,22.346083,0.19447477,0.62607384,0.9178738,0.0513854436891129
1038,22.979925,0.0918936,22.418362,0.16023645,0.5615635,0.8548078,0.04090334548616146
1039,22.984428,0.097374566,22.37572,0.17921832,0.60870934,0.8948204,0.05341998034470828
1040,22.985758,0.12198684,22.520573,0.21534772,0.46518517,0.9276638,0.057402362968083695
1041,22.987013,0.08952679,22.510258,0.16194437,0.47675514,0.8827115,0.07409323462219417
1042,22.989916,0.10832025,22.368032,0.18536463,0.6218834,0.90859044,0.03842706427490258
1043,22.990978,0.106086835,22.464533,0.18164839,0.5264454,0.86013794,0.023095468387988562
1044,22.991829,0.1081588,22.47151,0.18928142,0.520319,0.90946573,0.030399813046462096
1045,22.995096,0.12883696,22.484259,0.22416033,0.51083755,0.8838285,0.047145170340885605
1046,22.997871,0.15546851,22.263126,0.24782182,0.734745,0.91676265,0.07231276747577761
1047,23.002237,0.11544268,22.4738,0.19178884,0.52843666,0.8676657,0.034040053957885105
1048,23.002258,0.10136766,22.456963,0.17612906,0.5452957,0.8895527,0.04907642137408589
1049,23.00749,0.10872626,22.41777,0.18472962,0.5897198,0.8844695,0.06840393709666624
1050,23.011913,0.106225,22.504736,0.1833894,0.50717735,0.8450541,0.06828100301368296
1051,23.018984,0.122633696,22.482975,0.20627488,0.53600883,0.90420824,0.04458459729636071
1052,23.024477,0.12247837,22.657879,0.21291815,0.36659813,0.9439462,0.12575368875334836
1053,23.023754,0.09382351,22.46305,0.16264468,0.5607033,0.858391,0.05716779317745488
1054,23.025259,0.09544345,22.48005,0.16711505,0.5452099,0.84484184,0.03682275738649959
1055,23.02563,0.10123506,22.429794,0.17403801,0.59583664,0.8928565,0.03891241992977895
1056,23.02786,0.08791836,22.405735,0.1512848,0.6221256,0.8591008,0.03842706427490258
1057,23.030565,0.10172734,22.58141,0.19442038,0.4491558,0.90065104,0.07602114871479024
1058,23.03378,0.13335241,22.30052,0.21954972,0.7332592,0.96904856,0.09592995394852025
1059,23.035294,0.12049806,22.38442,0.2014403,0.6508732,0.89092284,0.06860580913628955
1060,23.037743,0.117974974,22.335032,0.19387881,0.7027111,0.93663776,0.04390580958165209
1061,23.042774,0.09571358,22.51433,0.16801748,0.5284443,0.8322894,0.03916320337713675
1062,23.045748,0.16456534,22.63089,0.26675808,0.41485786,0.91357565,0.1551763987739265
1063,23.045753,0.12610354,22.413843,0.208957,0.6319103,0.90388197,0.029054971201473857
1064,23.050714,0.129149,22.448933,0.21291359,0.60178185,0.8973905,0.034149713526956296
1065,23.053507,0.09588438,22.415956,0.16380091,0.63755035,0.8286042,0.037999474353200925
1066,23.053398,0.094072215,22.358942,0.15826021,0.6944561,0.87839025,0.04390580958165209
1067,23.05709,0.13455835,22.748425,0.2383315,0.30866623,0.9739312,0.253685217495964
1068,23.05499,0.11893905,22.432213,0.19900921,0.62277794,0.8597773,0.027651956908692325
1069,23.054747,0.1121143,22.373516,0.18482031,0.68123055,0.90946525,0.06561433071980995
1070,23.056467,0.09543695,22.515072,0.16630067,0.5413952,0.8367414,0.03682275738649959
1071,23.056074,0.11868384,22.350613,0.19480892,0.7054615,0.92008626,0.04488009580718664
1072,23.058113,0.09340367,22.526573,0.16429813,0.5315399,0.8674966,0.033443954687549474
1073,23.061296,0.108482964,22.626125,0.18916948,0.43517113,0.87110466,0.09730287632315161
1074,23.067694,0.1153177,22.46439,0.19878718,0.6033039,0.8678019,0.03336250010846544
1075,23.069891,0.12717111,22.553377,0.2197017,0.5165138,0.86174154,0.0450159897930051
1076,23.067875,0.12181818,22.305313,0.19671777,0.7625618,0.9610693,0.05768143481761422
1077,23.070177,0.09686207,22.53236,0.16939528,0.537817,0.8621787,0.033443954687549474
1078,23.070547,0.14844735,22.373638,0.23631424,0.69690895,0.9276925,0.04394254346204214
1079,23.072056,0.10510939,22.441166,0.17789896,0.6308899,0.86823744,0.026901841195066035
1080,23.073355,0.12929979,22.476677,0.21312317,0.5966778,0.8707478,0.03336250010846544
1081,23.075266,0.1152498,22.555607,0.20039111,0.51965904,0.90044165,0.028749839607851033
1082,23.075958,0.13392556,22.484617,0.22343415,0.591341,0.8938053,0.04888888073775053
1083,23.078508,0.13508746,22.553091,0.24482262,0.5254173,0.89970183,0.028749839607851033
1084,23.078259,0.10425476,22.452642,0.19834062,0.6256161,0.85493773,0.026901841195066035
1085,23.081,0.13004886,22.401045,0.21660769,0.6799545,0.90620947,0.06970940256418631
1086,23.086172,0.09710794,22.598574,0.18338193,0.48759842,0.85510755,0.08285594434639877
1087,23.089855,0.10110309,22.456785,0.17211,0.63307,0.87011945,0.03879080184546986
1088,23.08985,0.10966344,22.436823,0.19167805,0.6530266,0.9098458,0.05624502065023417
1089,23.0918,0.14803472,22.468075,0.2432017,0.6237259,0.9171922,0.037555577492640387
1090,23.103561,0.14652611,22.78793,0.2618403,0.31563187,0.93042296,0.2651700585122897
1091,23.101452,0.14006841,22.338789,0.22710985,0.7626629,0.9666274,0.03676890985632712
1092,23.105066,0.14102046,22.581371,0.25122058,0.523695,0.8945029,0.03620308334540466
1093,23.105797,0.10458069,22.559608,0.18868153,0.54618835,0.8340717,0.05027248341111778
1094,23.106398,0.115278006,22.546696,0.19668096,0.5597019,0.86060315,0.05872678446782677
1095,23.10752,0.10467532,22.624096,0.18500057,0.48342323,0.85940206,0.07183135464825385
1096,23.10859,0.11289812,22.49536,0.20470057,0.61322975,0.8807017,0.038757541758226446
1097,23.110128,0.101410404,22.49899,0.17539674,0.6111393,0.88382185,0.02970247522016534
1098,23.112856,0.120204724,22.343155,0.19598496,0.769701,0.94907284,0.05336304298532453
1099,23.118057,0.114077,22.518293,0.19307405,0.5997639,0.86120844,0.031130143574361842
1100,23.12276,0.13597974,22.382845,0.22025564,0.73991585,0.92013496,0.09592995394852025
1101,23.12415,0.103125796,22.533464,0.17906629,0.5906849,0.8092664,0.028042565451703447
1102,23.128847,0.12281412,22.598623,0.20990606,0.53022385,0.8677081,0.04034995299032456
1103,23.13036,0.11455975,22.523558,0.1951087,0.606802,0.8897072,0.03706437770874033
1104,23.130627,0.10646781,22.545439,0.18540783,0.5851879,0.85528666,0.044002072112809196
1105,23.130877,0.13584372,22.536818,0.22887702,0.594059,0.857418,0.031130143574361842
1106,23.13256,0.12500358,22.493069,0.2083383,0.63949203,0.8866548,0.053696926771369335
1107,23.132889,0.119027644,22.513565,0.20338751,0.61932373,0.87304103,0.036034979382070564
1108,23.13637,0.108937085,22.586805,0.1916894,0.54956436,0.8305469,0.024408483612887943
1109,23.137903,0.13740912,22.580492,0.23396575,0.5574112,0.8587733,0.03895207208419243
1110,23.13863,0.16544944,22.486782,0.26735884,0.65184784,0.8729298,0.06159336905960109
1111,23.14024,0.12075995,22.612614,0.20878124,0.52762604,0.82964647,0.040592222711252256
1112,23.14499,0.12510592,22.545149,0.21614107,0.5998421,0.8794469,0.03204631575625499
1113,23.145353,0.11603372,22.291784,0.19164409,0.85356903,0.9146687,0.12951888349249432
1114,23.147778,0.12335236,22.464386,0.2052346,0.6833916,0.91715765,0.06474843244283413
1115,23.148981,0.13252549,22.60902,0.23044984,0.53996086,0.88748735,0.049315545960931184
1116,23.151123,0.10607464,22.536547,0.1820912,0.61457634,0.84444344,0.02991916856229993
1117,23.150719,0.117571704,22.373531,0.19186813,0.77718735,0.9420268,0.057864938267144554
1118,23.151995,0.1175241,22.519156,0.1972516,0.6328392,0.8580485,0.0629090503163791
1119,23.154636,0.14599699,22.606607,0.26022905,0.54802895,0.8693061,0.019996864179142735
1120,23.156185,0.117821,22.711662,0.21078551,0.44452286,0.8478319,0.12921513287253727
1121,23.157087,0.12658566,22.482855,0.21121983,0.6742325,0.89119655,0.0463971510813695
1122,23.159702,0.120862566,22.608896,0.21169737,0.55080605,0.83234394,0.024408483612887943
1123,23.165392,0.11452615,22.673588,0.20523496,0.49180412,0.85919076,0.08285594434639877
1124,23.165792,0.10756328,22.549242,0.18816079,0.61655045,0.86047703,0.036034979382070564
1125,23.171883,0.1286762,22.503754,0.21561062,0.66812897,0.8687359,0.060308057323510515
1126,23.187744,0.117890924,22.60397,0.20127587,0.58377457,0.8050574,0.058239029637077874
1127,23.189653,0.10336646,22.606262,0.18013225,0.5833912,0.7984993,0.060410598214620186
1128,23.204823,0.14159894,22.46623,0.23204497,0.73859215,0.89997876,0.06335094546157337
1129,23.206186,0.12855534,22.528116,0.2151268,0.67807007,0.8711609,0.060308057323510515
1130,23.207632,0.122984745,22.42935,0.2032545,0.77828217,0.8769598,0.10495218997488756
1131,23.209873,0.12714002,22.556837,0.2106422,0.6530361,0.8518664,0.08416097459921139
1132,23.219767,0.11638055,22.346155,0.20029937,0.87361145,0.8685749,0.13403190572700044
1133,23.263592,0.114338644,22.520607,0.18956393,0.7429848,0.8497219,0.06335094546157337
1134,23.265768,0.1273278,22.525663,0.20913284,0.7401047,0.8999538,0.062143868589558345
1135,23.271065,0.15760024,22.422365,0.25532717,0.84869957,0.8890282,0.11506486665396369
1136,23.287235,0.13837308,22.439938,0.22143337,0.84729767,0.8949153,0.10154621317563056
1137,23.304905,0.12710962,22.51262,0.2095519,0.792284,0.86536443,0.12049060734950447
1138,23.322113,0.16135976,22.541956,0.2600229,0.7801571,0.9292289,0.11625163105096202
1139,23.32692,0.12496831,22.498425,0.23776458,0.828495,0.86423916,0.11506486665396369
1140,21.600779,0.1254012,21.19753,0.18586686,0.40324783,0.94891053,0.01851431947798072
1141,21.757072,0.12981018,21.239777,0.19468117,0.51729584,0.9744196,0.05617507200998779
1142,21.832893,0.12782271,21.377619,0.19052118,0.45527458,0.97616726,0.04707496984866242
1143,21.849659,0.1334581,21.399738,0.19729394,0.44992065,0.97305524,0.07709000416440338
