# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Thu Mar 28 21:52:06 UTC 2024
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using OBC version of bolometric corrections as detailed in Marigo et al. (2008, A&A 482, 883) and Girardi et al. (2008, PASP 120, 583
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Age = 3.162278E+09 yr
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.00087196 -1.25000 9.50000 0.0900000036 1.0816895926    0.090 -3.211  3.4593  5.393    1  0.000  0.545     0.00     0.00 -1    -1e-30      0.00 7.487e-01 2.504e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.011e-04 12.799 22.116 17.890 15.594 13.940 12.210 10.832 10.410 10.374
0.00087196 -1.25000 9.50000 0.0906758681 1.0881326381    0.091 -3.193  3.4620  5.388    1  0.000  0.545     0.00     0.00 -1    -1e-30      0.00 7.486e-01 2.505e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.011e-04 12.752 21.909 17.771 15.489 13.865 12.163 10.795 10.363 10.319
0.00087196 -1.25000 9.50000 0.0973681882 1.1487381634    0.097 -3.016  3.4873  5.343    1  0.000  0.545     0.00     0.00 -1    -1e-30      0.00 7.484e-01 2.507e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.011e-04 12.309 19.988 16.667 14.520 13.155 11.711 10.441 9.928 9.813
0.00087196 -1.25000 9.50000 0.1000000089 1.1711064744    0.100 -2.949  3.4968  5.327    1  0.000  0.545     0.00     0.00 -1    -1e-30      0.00 7.483e-01 2.508e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.011e-04 12.144 19.314 16.274 14.184 12.891 11.542 10.307 9.772 9.635
0.00087196 -1.25000 9.50000 0.1143728569 1.2810565876    0.114 -2.740  3.5207  5.271    1  0.000  0.545     0.00     0.00 -1    -1e-30      0.00 7.479e-01 2.512e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.012e-04 11.620 17.630 15.215 13.290 12.138 11.007 9.858 9.286 9.109
0.00087196 -1.25000 9.50000 0.1199999899 1.3193153758    0.120 -2.665  3.5293  5.252    1  0.000  0.545     0.00     0.00 -1    -1e-30      0.00 7.477e-01 2.514e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.012e-04 11.433 17.075 14.850 12.988 11.876 10.814 9.695 9.116 8.929
0.00087196 -1.25000 9.50000 0.1400000006 1.4384526719    0.140 -2.485  3.5454  5.203    1  0.000  0.545     0.00     0.00 -1    -1e-30      0.00 7.472e-01 2.519e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.012e-04 10.984 16.018 14.088 12.351 11.298 10.352 9.290 8.705 8.504
0.00087196 -1.25000 9.50000 0.1599999964 1.5372931554    0.160 -2.350  3.5557  5.167    1  0.000  0.545     0.00     0.00 -1    -1e-30      0.00 7.468e-01 2.523e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.012e-04 10.644 15.333 13.562 11.905 10.885 10.005 8.979 8.394 8.187
0.00087196 -1.25000 9.50000 0.2000000179 1.6938791367    0.200 -2.142  3.5698  5.112    1  0.000  0.545     0.00     0.00 -1    -1e-30      0.00 7.462e-01 2.529e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.011e-04 10.124 14.399 12.807 11.256 10.282 9.475 8.497 7.915 7.703
0.00087196 -1.25000 9.50000 0.2500000000 1.8403257998    0.250 -1.944  3.5813  5.057    1  0.000  0.545     0.00     0.00 -1    -1e-30      0.00 7.457e-01 2.534e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.011e-04 9.631 13.535 12.157 10.680 9.735 8.964 8.011 7.432 7.228
0.00087196 -1.25000 9.50000 0.3000000417 1.9529140366    0.300 -1.786  3.5898  5.013    1  0.000  0.545     0.00     0.00 -1    -1e-30      0.00 7.455e-01 2.536e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.012e-04 9.236 12.733 11.577 10.187 9.286 8.551 7.631 7.053 6.861
0.00087196 -1.25000 9.50000 0.3330318034 2.0146967881    0.333 -1.690  3.5945  4.980    1  0.000  0.545     0.00     0.00 -1    -1e-30      0.00 7.474e-01 2.517e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.013e-04 8.994 12.239 11.220 9.884 9.011 8.300 7.401 6.821 6.637
0.00087196 -1.25000 9.50000 0.3499999642 2.0434174156    0.350 -1.643  3.5967  4.964    1  0.000  0.545     0.00     0.00 -1    -1e-30      0.00 7.481e-01 2.510e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.012e-04 8.878 12.001 11.047 9.737 8.879 8.178 7.290 6.709 6.530
0.00087196 -1.25000 9.50000 0.4000000358 2.1185024810    0.400 -1.502  3.6073  4.923    1  0.000  0.545     0.00     0.00 -1    -1e-30      0.00 7.492e-01 2.499e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.011e-04 8.525 11.417 10.554 9.307 8.494 7.824 6.966 6.380 6.209
0.00087196 -1.25000 9.50000 0.4500000179 2.1822809362    0.450 -1.335  3.6230  4.870    1  0.000  0.545     0.00     0.00 -1    -1e-30      0.00 7.492e-01 2.499e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.011e-04 8.107 10.738 9.959 8.792 8.038 7.411 6.593 5.996 5.842
0.00087196 -1.25000 9.50000 0.5000000000 2.2374541529    0.500 -1.148  3.6477  4.828    1  0.000  0.545     0.00     0.00 -1    -1e-30      0.00 7.492e-01 2.499e-01 1.620e-04 4.372e-05 3.965e-04 -1.000 9.011e-04 7.640 9.859 9.220 8.169 7.508 6.947 6.193 5.607 5.482
0.00087196 -1.25000 9.50000 0.5500000715 2.2836583126    0.550 -0.958  3.6757  4.791    1  0.000  0.545     0.00     0.00 -1    -1e-30      0.00 7.586e-01 2.405e-01 1.563e-04 4.218e-05 3.826e-04 -1.000 8.951e-04 7.164 8.900 8.464 7.533 6.969 6.473 5.800 5.265 5.166
0.00087196 -1.25000 9.50000 0.5963827372 2.3186525291    0.596 -0.794  3.6984  4.753    1  0.000  0.545     0.00     0.00 -1    -1e-30      0.00 7.611e-01 2.380e-01 1.550e-04 4.181e-05 3.793e-04 -1.000 8.964e-04 6.755 8.110 7.861 7.022 6.522 6.071 5.469 4.987 4.903
0.00087196 -1.25000 9.50000 0.6000000238 2.3211213258    0.600 -0.782  3.7000  4.750    1  0.000  0.545     0.00     0.00 -1    -1e-30      0.00 7.613e-01 2.378e-01 1.549e-04 4.178e-05 3.790e-04 -1.000 8.961e-04 6.724 8.053 7.817 6.986 6.490 6.042 5.444 4.966 4.884
